variant,steps,true_rate,emission_sigma_ft,emission,position_kernel_kind,predictive_rmse_ft,filtered_rmse_ft,smoothed_rmse_ft,predictive_end_error_ft,filtered_end_error_ft,smoothed_end_error_ft,filtered_position_std_mean_ft,filtered_position_std_end_ft,smoothed_position_std_mean_ft,smoothed_position_std_end_ft,filtered_rate_edge_mass_mean,filtered_rate_edge_mass_max,smoothed_rate_edge_mass_mean,smoothed_rate_edge_mass_max,maximum_position_edge_mass,rate_transition_min_row_sum,rate_transition_max_row_sum
position_sigma_plus_boundary_normalized,512,0.025,10.0,gaussian_10ft,gaussian,0.20448586012892908,0.19877035139350863,0.04432349254251038,-0.24724996491628914,-0.24023585702724404,-0.24023585850188134,1.5929794518848246,1.685135999058888,1.0928540848555874,1.6851360001497464,4.556666949737959e-05,6.825136460379503e-05,4.877475475403535e-06,6.821502067632446e-05,0.0,1.0,1.0
position_sigma_plus_momentum_one,512,0.025,10.0,gaussian_10ft,gaussian,0.005482547378595853,0.005287765298205759,0.0009819391148735176,-0.004726457663720041,-0.004499248942561707,-0.004499251817048133,1.6266299294737614,1.732218288579376,1.0949500939181813,1.732218289623135,0.00039154778595428734,0.0005947019872727385,1.9081948679054238e-05,0.0005947019903801286,0.0,0.9200000000000002,1.0
boundary_normalized_plus_momentum_one,512,0.025,10.0,gaussian_10ft,gaussian,0.9309215928478873,0.9224846178861472,0.30785805919644393,-0.053397081277058334,-0.05391810705165412,-0.053918104358206875,1.0913810687344419,1.3093838520096146,0.7477124601358498,1.3093838534615188,0.02685612597988818,0.052337505765473476,0.01747756099835503,0.05117265869856255,0.0,1.0,1.0
all_three_transition_corrections,512,0.025,10.0,gaussian_10ft,gaussian,0.003557703574972148,0.003478243255839821,0.0005888869311837325,-0.0004975035550671691,-0.0004902474496013554,-0.0004902452464463636,1.6282032868260083,1.734853991174671,1.0950759845379505,1.7348539930614988,0.0007966477616855557,0.001243593896657615,7.939319744644724e-05,0.001243593895368712,0.0,1.0,1.0
exact_mean_transport,512,0.025,10.0,gaussian_10ft,exact_mean,0.277132823192804,0.2734866435381272,0.06905805629335274,-0.2953384433356536,-0.2910781853637303,-0.2910781851762252,1.24492503893737,1.4037557429904717,0.7839359679393167,1.403755744033977,1.0665708713101399e-05,1.5171454548241287e-05,3.9449042975147503e-07,1.5056301498369629e-05,0.0,0.9400000000000002,1.0
exact_mean_transport_plus_boundary_normalized,512,0.025,10.0,gaussian_10ft,exact_mean,0.27708585550630055,0.27344277990742855,0.06904555663784147,-0.2952738313000616,-0.29101781244365554,-0.29101781260635207,1.244975335497166,1.4038300176425327,0.7839404480639018,1.4038300162849078,1.5442637575851525e-05,2.2156018230514706e-05,8.218780648802272e-07,2.1989216536792422e-05,0.0,1.0,1.0
exact_mean_transport_plus_momentum_one,512,0.025,10.0,gaussian_10ft,exact_mean,0.055565782745004184,0.05607512692670474,0.022235806225912327,-0.03505318758361753,-0.03599597836395674,-0.035995976950804476,1.3013816069846507,1.4717484618693728,0.7875272784812702,1.471748462557906,0.00013548047772432486,0.00019320286076623684,4.129008227751502e-06,0.00019161596870716167,0.0,0.9200000000000002,1.0
exact_mean_all_transition_corrections,512,0.025,10.0,gaussian_10ft,exact_mean,0.05502640125588286,0.05556632295547057,0.02213816024050776,-0.034039521401528106,-0.03504946242749796,-0.03504946191200986,1.3020750446750418,1.4727702740701913,0.7875896141977985,1.472770275701298,0.0002344535519784537,0.00033905502076639636,1.2148891835382323e-05,0.00033629765841733,0.0,1.0,1.0
current,512,0.025,2.0,gaussian_2ft,gaussian,0.30796494786709916,0.29697191826203073,0.040653629316814814,-0.20242251899277441,-0.1952791049690603,-0.19527910575747143,0.42348147569623706,0.446944238445084,0.3112422154600847,0.4469442396823139,0.001072656757946304,0.001974341922686063,0.000540344106440244,0.0019743419486934477,0.0,0.9400000000000002,1.0
position_sigma_phase_minimax,512,0.025,2.0,gaussian_2ft,gaussian,0.044948754838403965,0.039833206354968856,0.0043821741893065955,-0.05218076740744593,-0.04622106805067361,-0.04622106694604078,0.6714572270396513,0.6784085565587911,0.4811008956976498,0.678408554590181,1.2033036918309143e-05,1.7616925692230628e-05,7.103485765115622e-07,1.7608917653376174e-05,0.0,0.9400000000000002,1.0
rate_boundary_row_normalized,512,0.025,2.0,gaussian_2ft,gaussian,0.30624519307235315,0.2953463068434908,0.040231247880257136,-0.1968882539541461,-0.19004423803462345,-0.1900442391737016,0.4245816432203082,0.4491221370046278,0.3113425599864728,0.4491221367918394,0.0019488698082302245,0.0037140787248332034,0.0017341858667764976,0.0037140786781894378,0.0,1.0,1.0
momentum_one,512,0.025,2.0,gaussian_2ft,gaussian,0.24333022509414812,0.2351764177645987,0.032864662360977945,-0.09194043156693255,-0.09025145857945915,-0.0902514594168693,0.4370549467866326,0.4621255126336634,0.31162588942037206,0.46212551227661275,0.007064664582896481,0.012299907080541867,0.0012447334397768998,0.012299907077208478,0.0,0.9200000000000002,1.0
position_sigma_plus_boundary_normalized,512,0.025,2.0,gaussian_2ft,gaussian,0.044935495015027936,0.039821847358926056,0.004380552540128631,-0.05216148245280472,-0.04620452305264777,-0.046204523903695005,0.6714612714272679,0.6784150065971261,0.48110097279860176,0.6784150059006965,1.7845288975753357e-05,2.644832644845923e-05,1.6367265975106624e-06,2.6439087859268897e-05,0.0,1.0,1.0
position_sigma_plus_momentum_one,512,0.025,2.0,gaussian_2ft,gaussian,0.001230736169840216,0.0011400993977705393,0.00010295739758472562,-0.000825388946420702,-0.000776444722081493,-0.0007764432561820911,0.6748882686652582,0.6828994810656788,0.4811476982743009,0.6828994815061761,0.00016451003461587918,0.00024828280048836364,6.752471598752718e-06,0.0002482828002568638,0.0,0.9200000000000002,1.0
boundary_normalized_plus_momentum_one,512,0.025,2.0,gaussian_2ft,gaussian,0.23719529013124077,0.2293392230472169,0.031732372783953654,-0.062305903684190866,-0.062424091850061814,-0.062424091516234625,0.44234023872773326,0.4715119419921746,0.3119954824291002,0.47151194163355176,0.017476573666665367,0.03245271971727247,0.007937987421533784,0.03245271975469822,0.0,1.0,1.0
all_three_transition_corrections,512,0.025,2.0,gaussian_2ft,gaussian,0.0010905399381960393,0.0010180794456113762,8.158432438164996e-05,-0.0005038852927938819,-0.0005013033242260434,-0.0005013025292210926,0.6749504356979992,0.6830006562360834,0.4811488672458799,0.6830006575084219,0.000299659476125264,0.00046266160529242204,2.395951307858451e-05,0.00046266161110494964,0.0,1.0,1.0
exact_mean_transport,512,0.025,2.0,gaussian_2ft,exact_mean,0.09605277492620772,0.09458869384069393,0.01574893423183785,-0.0947967301757533,-0.09339905064340748,-0.09339904909820618,0.47118034415529053,0.48568244974632707,0.312653522615459,0.4856824480534274,7.891799506633471e-07,1.0203777079451822e-06,1.5080161322956618e-08,1.0203777050357828e-06,0.0,0.9400000000000002,1.0
exact_mean_transport_plus_boundary_normalized,512,0.025,2.0,gaussian_2ft,exact_mean,0.09605230157469449,0.09458829662457913,0.015748873360228996,-0.09479610515727899,-0.0933985262352266,-0.09339852439333285,0.47118075545959714,0.48568299296388456,0.31265353262788087,0.485682992449941,1.0091845138976665e-06,1.3088453466207746e-06,2.4936661671389047e-08,1.3088453415480698e-06,0.0,1.0,1.0
exact_mean_transport_plus_momentum_one,512,0.025,2.0,gaussian_2ft,exact_mean,0.04695105552642494,0.04836961724793398,0.010041256110813765,-0.03957295340687672,-0.04155242574455542,-0.04155242422362271,0.4811488939614381,0.49675373421288127,0.3127528647864277,0.4967537346469134,9.824746031415619e-06,1.274447746045876e-05,1.6689337265924125e-07,1.2744477218660915e-05,0.0,0.9200000000000002,1.0
exact_mean_all_transition_corrections,512,0.025,2.0,gaussian_2ft,exact_mean,0.04694450327073896,0.048364047545265215,0.010040451174670334,-0.03956311802395618,-0.04154418555169315,-0.0415441857677159,0.48115485703176186,0.49676162599693247,0.3127530104066578,0.49676162580778305,1.400118262944118e-05,1.82492701880802e-05,3.4196038780393475e-07,1.8249270316314882e-05,0.0,1.0,1.0
current,512,0.05,,neutral,gaussian,11.472910341157755,11.472910341157755,11.485536084007244,-20.502491687976843,-20.502491687976843,-20.502491690937394,1.9644621216467502,3.6919487169853595,1.9548174367130797,3.6919487130268718,0.0005556564725993005,0.0008033665263413874,0.00023114322985467425,0.000497617332660141,0.0,0.9400000000000002,1.0
position_sigma_phase_minimax,512,0.05,,neutral,gaussian,4.747999042774253,4.747999042774253,4.77231940781382,-10.056459224438878,-10.056459224438877,-10.056459221907762,5.45050598618468,10.431295033102773,5.438063900576553,10.4312950317118,0.0005556564725991552,0.0008033665263413886,0.00023114322981882625,0.00049761733634925,9.381509241332409e-14,0.9400000000000002,1.0
rate_boundary_row_normalized,512,0.05,,neutral,gaussian,11.40432375920951,11.40432375920951,11.404323759160576,-20.34709368642416,-20.34709368642416,-20.34709368611273,2.0264111567007346,3.875789895525837,2.0264111567554286,3.8757898981478776,0.0012446643096533793,0.0017609561240973439,0.001244664310218718,0.0017609561291379535,0.0,1.0,1.0
momentum_one,512,0.05,,neutral,gaussian,10.34063853840395,10.34063853840395,10.514769576811132,-18.446052085956758,-18.446052085956758,-18.44605208831636,2.2795193971291194,4.4773607660392285,2.207619977968916,4.477360762504995,0.006240643861423801,0.008415562602902958,0.0012465136255997795,0.007407020350588135,0.0,0.9200000000000002,1.0
position_sigma_plus_boundary_normalized,512,0.05,,neutral,gaussian,4.6040714845365445,4.6040714845365445,4.6040714849553215,-9.730602228822821,-9.730602228822821,-9.730602230083203,5.528616583440695,10.682668708190059,5.528616583068354,10.68266870510141,0.0012446643096466273,0.0017609561240973471,0.001244664308858885,0.001760956121387737,1.6106720991670986e-12,1.0,1.0
position_sigma_plus_momentum_one,512,0.05,,neutral,gaussian,2.067893026154012,2.067893026154012,2.369356520126958,-5.003546135918391,-5.003546135918391,-5.00354613806028,5.773973038554398,11.519809548468281,5.708086675735194,11.51980953928741,0.006240643861419984,0.008415562602902972,0.0012465136253967794,0.0074070203092674244,1.1149068864305112e-12,0.9200000000000002,1.0
boundary_normalized_plus_momentum_one,512,0.05,,neutral,gaussian,9.512069557671964,9.512069557671964,9.512069557619743,-16.401839922314746,-16.401839922314746,-16.401839923152536,2.702248104695732,5.755868016124316,2.702248104698776,5.75586801646717,0.025324876666537825,0.04207690182789662,0.02532487666838089,0.042076901727599314,0.0,1.0,1.0
all_three_transition_corrections,512,0.05,,neutral,gaussian,0.4351511566121454,0.4351511566121455,0.43515117227591305,-1.1037472049615964,-1.1037472049615964,-1.1037472027519435,6.2240987688654785,12.940653763094359,6.22409874115224,12.940653764570078,0.02532487666440402,0.04207690169755798,0.025324876502363765,0.04207690169555026,2.2824725443015836e-10,1.0,1.0
exact_mean_transport,512,0.05,,neutral,exact_mean,4.689668046239606,4.689668046239605,4.7140129844046665,-9.963111560184549,-9.963111560184549,-9.96311156710123,4.444498174386893,9.356386545584412,4.427889058299409,9.356386545603868,0.000555656472599302,0.0008033665263413893,0.00023114322980009666,0.0004976173381301535,1.4718587469323791e-21,0.9400000000000002,1.0
exact_mean_transport_plus_boundary_normalized,512,0.05,,neutral,exact_mean,4.5450273949809326,4.5450273949809326,4.54502739474373,-9.63573213867986,-9.635732138679858,-9.63573214069709,4.53787543462682,9.642030035784032,4.53787543450193,9.642030034372313,0.0012446643096533823,0.001760956124097348,0.001244664309072212,0.0017609561282626092,4.2030825362136325e-19,1.0,1.0
exact_mean_transport_plus_momentum_one,512,0.05,,neutral,exact_mean,1.9993980707621948,1.9993980707621946,2.298687954144676,-4.883672124880643,-4.883672124880643,-4.883672126041173,4.869972218157162,10.622523684837043,4.778888930019265,10.622523686383836,0.0062406438614238165,0.008415562602902976,0.0012465136251336544,0.007407020350912005,2.6034055751686043e-20,0.9200000000000002,1.0
exact_mean_all_transition_corrections,512,0.05,,neutral,exact_mean,0.3612188052775097,0.3612188052775098,0.3612188048556087,-0.9671354797740683,-0.9671354797740683,-0.9671354811243127,5.393366769884398,12.19341885925614,5.393366769965024,12.193418859886892,0.025324876666537842,0.042076901827896605,0.025324876668946776,0.04207690186226207,2.4963225625886706e-16,1.0,1.0
current,512,0.05,10.0,gaussian_10ft,gaussian,2.0772544301093916,2.0514310007859238,0.512039194295495,-1.821396383355129,-1.7960005357999265,-1.7960005353405961,1.073185704566872,1.1968610384239875,0.8109472570522145,1.1968610407702738,0.008835809139263382,0.013373855993177782,0.028705710338501902,0.04855706409015727,0.0,0.9400000000000002,1.0
position_sigma_phase_minimax,512,0.05,10.0,gaussian_10ft,gaussian,0.4142177052218782,0.4025989252643499,0.09012725858834221,-0.5022571073385578,-0.4879630079966759,-0.4879630081357149,1.5908176381225445,1.6816156541016876,1.0929625800634624,1.6816156529194664,0.0005092421305565354,0.0006421655324302933,0.00012744690194017294,0.0006256911046901003,0.0,0.9400000000000002,1.0
rate_boundary_row_normalized,512,0.05,10.0,gaussian_10ft,gaussian,1.8994949947051676,1.8753491435541114,0.45247292287371815,-1.4911117747283598,-1.4690893501956026,-1.469089351488087,1.1023178407351883,1.232300366886033,0.8142818991814604,1.2323003662687033,0.023989247743376203,0.037442877026389904,0.11286061866709982,0.18296633380113037,0.0,1.0,1.0
momentum_one,512,0.05,10.0,gaussian_10ft,gaussian,1.782085804197041,1.7601915396730186,0.46573309195756657,-1.502284203797025,-1.48170482815285,-1.4817048280558929,1.0733406011217175,1.1842718171495978,0.8077631543452437,1.184271817010066,0.0333435415840616,0.047626749083278026,0.03362206199364411,0.05094132201038852,0.0,0.9200000000000002,1.0
position_sigma_plus_boundary_normalized,512,0.05,10.0,gaussian_10ft,gaussian,0.4084534997720737,0.3970179087744746,0.08844924153862055,-0.49374889945131173,-0.4797179373821976,-0.47971794001070833,1.5930856917220917,1.6851327629739075,1.0932543790543807,1.6851327622505181,0.0009469135775251305,0.0012252267894909577,0.0004282807808380335,0.001209660798201588,0.0,1.0,1.0
position_sigma_plus_momentum_one,512,0.05,10.0,gaussian_10ft,gaussian,0.051519175958219365,0.049604741488740695,0.01191037463493249,-0.06554309152482318,-0.0630629209159359,-0.0630629223924899,1.610729476339987,1.707840416778817,1.094084726106597,1.7078404154770876,0.004755440974339891,0.006164431543196678,0.0004949861566056191,0.006164431568621834,0.0,0.9200000000000002,1.0
boundary_normalized_plus_momentum_one,512,0.05,10.0,gaussian_10ft,gaussian,1.4434119675200627,1.4257775728610218,0.3776852756312946,-0.8878057633828789,-0.8751739502330338,-0.8751739495690032,1.0984072554289739,1.2009572432387898,0.8056220934505927,1.2009572436293716,0.11112654878787862,0.1620097702081445,0.2111156851938633,0.29351191397869825,0.0,1.0,1.0
all_three_transition_corrections,512,0.05,10.0,gaussian_10ft,gaussian,0.008428264079439779,0.008295086583376979,0.004466689859446088,0.01136490053079342,0.011299366677498313,0.011299363792691253,1.626644719953389,1.7327684551328586,1.0958331102394172,1.7327684560396208,0.012791014744601674,0.01793624546011155,0.0037006181259325688,0.01793624538641994,0.0,1.0,1.0
exact_mean_transport,512,0.05,10.0,gaussian_10ft,exact_mean,0.48655543163595627,0.47796128368064156,0.11466787236150962,-0.5428262765736278,-0.5327424760012391,-0.5327424776417509,1.3125839286655863,1.449734773600766,0.8542343304268916,1.4497347704546717,0.0004366178986604557,0.000550887238318699,5.0852948845213195e-05,0.0005504429496295802,0.0,0.9400000000000002,1.0
exact_mean_transport_plus_boundary_normalized,512,0.05,10.0,gaussian_10ft,exact_mean,0.4828236907802039,0.47435322792365436,0.11358873266070105,-0.5378569181354464,-0.5279337402125535,-0.5279337453837378,1.3152065524123744,1.4534754466509185,0.8545897236237285,1.453475445926979,0.0007464174470179823,0.000960734850579468,0.00013720821811061138,0.0009600271895617425,0.0,1.0,1.0
exact_mean_transport_plus_momentum_one,512,0.05,10.0,gaussian_10ft,exact_mean,0.07098802165569967,0.07043761791863888,0.020549342002366324,-0.06531309549635722,-0.06469334727019316,-0.06469334314684971,1.3539683645802834,1.4980432734312574,0.8561568856574993,1.4980432718012113,0.003726544104131364,0.00474432102626143,0.0002192526946943135,0.004734217834966202,0.0,0.9200000000000002,1.0
exact_mean_all_transition_corrections,512,0.05,10.0,gaussian_10ft,exact_mean,0.043470138522505,0.04385241009042065,0.01452919385673475,-0.023284951325585723,-0.024146152692171796,-0.024146153320973696,1.3718216037113722,1.5231375997958534,0.8581529858939386,1.523137597753519,0.008469290987420948,0.0111546088180794,0.0010580765224985742,0.011133619638831716,0.0,1.0,1.0
current,512,0.05,2.0,gaussian_2ft,gaussian,0.47399132355467816,0.4507087282150119,0.057524337790893436,-0.39642171100915746,-0.37595364164806355,-0.37595364129791875,0.47137428753567656,0.48653237734674526,0.3571695188318829,0.4865323776654678,0.01683206943122292,0.023029243615959386,0.03132536857737502,0.04400539165283736,0.0,0.9400000000000002,1.0
position_sigma_phase_minimax,512,0.05,2.0,gaussian_2ft,gaussian,0.09052449056372333,0.08020120298190099,0.008841305425888197,-0.10534136321700416,-0.09328767637018132,-0.09328767487897949,0.6715269803533273,0.6783899055479253,0.481399739916488,0.6783899061277636,0.00039356892589492584,0.0004952956013325407,0.00010247480857994568,0.0004851097139906549,0.0,0.9400000000000002,1.0
rate_boundary_row_normalized,512,0.05,2.0,gaussian_2ft,gaussian,0.4396594171469618,0.4181429518130335,0.05294229191488391,-0.3359770268785134,-0.318573470781768,-0.318573469890854,0.4768017968789191,0.493185170824469,0.3572897785952076,0.49318517181510946,0.04114253302861122,0.058028986111391415,0.12434783218680931,0.1751306901045884,0.0,1.0,1.0
momentum_one,512,0.05,2.0,gaussian_2ft,gaussian,0.4009455098884812,0.38146751850144933,0.05052203833734687,-0.31619559195009117,-0.30008677543495565,-0.30008677542053874,0.4759563098390927,0.4898327361580096,0.3571774636158833,0.4898327367371981,0.049239282286353575,0.06461340861916742,0.03629088615516934,0.06461340895540506,0.0,0.9200000000000002,1.0
position_sigma_plus_boundary_normalized,512,0.05,2.0,gaussian_2ft,gaussian,0.08970192833484701,0.07947701333846183,0.0087362444348009,-0.10411928675486593,-0.09221027627512512,-0.0922102744122526,0.6716760849755592,0.6786103196787043,0.4814031923318325,0.6786103205796747,0.0006918596141176707,0.0008924599073571424,0.00033161974421147094,0.0008827967439985794,0.0,1.0,1.0
position_sigma_plus_momentum_one,512,0.05,2.0,gaussian_2ft,gaussian,0.007906705315700105,0.007004686671449496,0.0008404001341339742,-0.009586714275876318,-0.008468693042892994,-0.008468692284640866,0.6739762701180619,0.6814317351817789,0.4814324118339165,0.6814317358386928,0.003596148262003326,0.0046638136906917566,0.00036940266278849576,0.004663813713653465,0.0,0.9200000000000002,1.0
boundary_normalized_plus_momentum_one,512,0.05,2.0,gaussian_2ft,gaussian,0.34251000135847254,0.3263423763603874,0.04479368225960897,-0.21157919275666615,-0.2013263274618211,-0.20132632860044808,0.48168805450660424,0.49554849620541686,0.3570223582059605,0.4955484968228905,0.14127316153387676,0.18944421453194774,0.22410648750728018,0.290333750967465,0.0,1.0,1.0
all_three_transition_corrections,512,0.05,2.0,gaussian_2ft,gaussian,0.0018880387525802996,0.00171976325644065,0.00020358553716377128,0.001432983158359491,0.001221746410315916,0.0012217450434164334,0.6750849748849488,0.6830970061748437,0.4814552292361029,0.6830970056993574,0.00885609830407523,0.0123586534405571,0.0025550336531601787,0.012358653277967833,0.0,1.0,1.0
exact_mean_transport,512,0.05,2.0,gaussian_2ft,exact_mean,0.13548667287204785,0.1299084235925587,0.018110640973173643,-0.1412142278533004,-0.13526718665370296,-0.1352671879740619,0.5181127849121577,0.5292448368877897,0.3576740858059626,0.5292448379197346,0.00020996915875333137,0.0002588553190562272,1.8832310860219715e-05,0.0002588553204625428,0.0,0.9400000000000002,1.0
exact_mean_transport_plus_boundary_normalized,512,0.05,2.0,gaussian_2ft,exact_mean,0.1352278841448961,0.1296751668702976,0.018074067733591555,-0.1408780397368865,-0.13496344133262284,-0.13496344127057114,0.5182436422574908,0.529417522733394,0.35767796256792883,0.5294175225250968,0.0003169343586680308,0.0003949643438500834,4.359716587112532e-05,0.0003949643398448245,0.0,1.0,1.0
exact_mean_transport_plus_momentum_one,512,0.05,2.0,gaussian_2ft,exact_mean,0.04195454238370126,0.04280161079324923,0.007416250507678979,-0.037429941939048916,-0.0386534248968573,-0.03865342608932565,0.5283371568834638,0.5406663214639539,0.3577947507650604,0.5406663208992691,0.0016983706223902917,0.0021089213708664974,7.296937082200324e-05,0.0021089213590348927,0.0,0.9200000000000002,1.0
exact_mean_all_transition_corrections,512,0.05,2.0,gaussian_2ft,exact_mean,0.03996210627104971,0.04099863900184378,0.007144885465946069,-0.034573996486518155,-0.036088646126742674,-0.036088645716013446,0.5293079944842807,0.5419421666874904,0.3578202581405208,0.5419421662638463,0.003153125511783175,0.003990654557779213,0.00025934179784143036,0.0039906545925203945,0.0,1.0,1.0
current,512,0.1,2.0,gaussian_2ft,gaussian,0.978457132438925,0.9168698261410259,0.11185526774639128,-1.000183455838794,-0.9368200694445932,-0.9368200677811558,0.5086593327395589,0.5154787720385342,0.40294778901483613,0.5154787736745452,0.0923559041834125,0.893608669885376,0.19331497082554688,0.8863983080227066,0.0,0.9400000000000002,1.0
position_sigma_phase_minimax,512,0.1,2.0,gaussian_2ft,gaussian,0.26734645084345016,0.23712450512885055,0.025816701057679,-0.30147528740244667,-0.26728951687213254,-0.2672895178318271,0.6672319071777374,0.6735169693943647,0.482134139452158,0.6735169696246022,0.03803818534777865,0.8936171258125009,0.03649732736844157,0.8511310516872618,0.0,0.9400000000000002,1.0
