category,well_count,feature,group_median,all_median,group_median_percentile_vs_all
hmm_bad_pf_good,7,z_mean_eval,-9215.561670393945,-9323.627420113702,0.5575679172056921
hmm_bad_pf_good,7,z_range_eval,168.88999999999942,160.5600000000013,0.5575679172056921
hmm_bad_pf_good,7,tvt_range_eval,25.81000000000131,26.3700000000008,0.48124191461837
hmm_bad_pf_good,7,formation_abs_slope_mean,0.040999581764951644,0.03398995400629396,0.7813712807244502
hmm_bad_pf_good,7,formation_abs_slope_max,0.25,0.11000000000058208,0.6313065976714101
hmm_bad_pf_good,7,formation_slope_std,0.01954622166096438,0.017154596300824727,0.6002587322121604
hmm_bad_pf_good,7,gr_missing_prefix,0.30495626822157434,0.2030892448512586,0.6649417852522639
hmm_bad_pf_good,7,gr_missing_eval,0.555008210180624,0.30291031478915065,0.8395860284605433
hmm_bad_pf_good,7,gr_longest_nan_eval,15.0,11.0,0.705045278137128
hmm_bad_pf_good,7,gr_std_eval,15.392407843610203,13.540360126838038,0.6597671410090556
hmm_bad_pf_good,7,gr_slope_change,0.003930340704690061,0.005248378196051512,0.4049159120310479
hmm_bad_pf_good,7,gr_half_mean_diff,6.604346683443751,4.219367999345081,0.6791720569210866
hmm_bad_pf_good,7,gr_quarter_max_jump,10.087035739705783,8.447587436085314,0.6119016817593791
hmm_bad_pf_good,7,hmm_std_mean,4.870914603238363,2.0504687947035363,0.8628719275549805
hmm_bad_pf_good,7,hmm_std_p90,8.96465063202473,3.762792030560323,0.8783958602846055
hmm_bad_pf_good,7,self_gr_quality_mean,0.005763328168541193,0.045063313096761703,0.18111254851228978
hmm_bad_pf_good,7,self_gr_valid_rate,0.08892355859279633,0.6141124367713928,0.15653298835705046
hmm_bad_pf_good,7,pf_std_mean,1.4353844391446795,1.1261093140806353,0.6377749029754204
hmm_bad_pf_good,7,beam_spread_mean,2.656965355980933,2.683542017677122,0.49159120310478654
hmm_bad_pf_good,7,likpf_abs_delta_mean,4.02530074426802,6.923741737375042,0.3053040103492885
hmm_bad_pf_good,7,donor_dist_min,1012.949289858381,882.8455072093401,0.6067270375161707
hmm_bad_pf_good,7,donor_dist_max,1480.8219956499197,1327.3860090042674,0.5847347994825356
hmm_bad_pf_good,7,delta_abs_median,1.918352003083996,1.9260367098228663,0.49935316946959896
hmm_bad_pf_good,7,delta_abs_max,4.0,4.0,1.0
hmm_bad_pf_good,7,end_minus_anchor,4.13271641193928,1.1677536482870376,0.610608020698577
hmm_bad_exp226_good,9,x_mean,2984988.4392276127,2986732.19288762,0.4851228978007762
hmm_bad_exp226_good,9,y_mean,1091212.774879968,1083576.4256839051,0.5873221216041398
hmm_bad_exp226_good,9,unknown_rows,4593.0,4840.0,0.4139715394566624
hmm_bad_exp226_good,9,last_known_row,1649.0,1702.0,0.4087968952134541
hmm_bad_exp226_good,9,z_mean_eval,-9215.561670393945,-9323.627420113702,0.5575679172056921
hmm_bad_exp226_good,9,z_range_eval,160.1900000000005,160.5600000000013,0.49805950840879687
hmm_bad_exp226_good,9,tvt_range_eval,25.80999999999949,26.3700000000008,0.4799482535575679
hmm_bad_exp226_good,9,formation_abs_slope_mean,0.040999581764951644,0.03398995400629396,0.7813712807244502
hmm_bad_exp226_good,9,formation_abs_slope_max,0.11000000000058208,0.11000000000058208,0.5122897800776197
hmm_bad_exp226_good,9,formation_slope_std,0.019402305101971738,0.017154596300824727,0.592496765847348
hmm_bad_exp226_good,9,gr_missing_prefix,0.33825701624815363,0.2030892448512586,0.7011642949547219
hmm_bad_exp226_good,9,gr_missing_eval,0.5474159558454591,0.30291031478915065,0.8279430789133247
hmm_bad_exp226_good,9,gr_longest_nan_eval,19.0,11.0,0.8382923673997412
hmm_bad_exp226_good,9,gr_std_eval,14.993400598817324,13.540360126838038,0.6403622250970246
hmm_bad_exp226_good,9,gr_slope_change,0.012685748942497646,0.005248378196051512,0.8344113842173351
hmm_bad_exp226_good,9,gr_half_mean_diff,7.794395413118011,4.219367999345081,0.7399741267787839
hmm_bad_exp226_good,9,gr_quarter_max_jump,16.512030228619714,8.447587436085314,0.8525226390685641
hmm_bad_exp226_good,9,hmm_std_mean,8.258346443231222,2.0504687947035363,0.9547218628719275
hmm_bad_exp226_good,9,hmm_std_p90,13.892329681522185,3.762792030560323,0.9521345407503234
hmm_bad_exp226_good,9,self_gr_quality_mean,0.013097819872200489,0.045063313096761703,0.3053040103492885
hmm_bad_exp226_good,9,self_gr_valid_rate,0.181841179728508,0.6141124367713928,0.2729624838292367
hmm_bad_exp226_good,9,pf_std_mean,1.4353844391446795,1.1261093140806353,0.6377749029754204
hmm_bad_exp226_good,9,beam_spread_mean,2.210977873567979,2.683542017677122,0.38809831824062097
hmm_bad_exp226_good,9,likpf_abs_delta_mean,4.123212739086804,6.923741737375042,0.3130659767141009
hmm_bad_exp226_good,9,donor_dist_min,1012.949289858381,882.8455072093401,0.6067270375161707
hmm_bad_exp226_good,9,donor_dist_max,1462.094726625399,1327.3860090042674,0.5769728331177232
hmm_bad_exp226_good,9,delta_abs_median,1.918352003083996,1.9260367098228663,0.49935316946959896
hmm_bad_exp226_good,9,delta_abs_max,4.0,4.0,1.0
hmm_bad_exp226_good,9,end_minus_anchor,4.13271641193928,1.1677536482870376,0.610608020698577
likpf_bad_exp226_good,4,x_mean,3024898.248295009,2986732.19288762,0.9663648124191462
likpf_bad_exp226_good,4,y_mean,1096192.4456973881,1083576.4256839051,0.6558861578266494
likpf_bad_exp226_good,4,unknown_rows,4657.0,4840.0,0.4333764553686934
likpf_bad_exp226_good,4,last_known_row,1925.0,1702.0,0.8525226390685641
likpf_bad_exp226_good,4,z_mean_eval,-10269.253259791187,-9323.627420113702,0.0944372574385511
likpf_bad_exp226_good,4,z_range_eval,124.89000000000033,160.5600000000013,0.2652005174644243
likpf_bad_exp226_good,4,tvt_range_eval,49.645000000001346,26.3700000000008,0.9236739974126779
likpf_bad_exp226_good,4,formation_abs_slope_mean,0.02845274668526096,0.03398995400629396,0.24579560155239327
likpf_bad_exp226_good,4,formation_abs_slope_max,0.07000000000152795,0.11000000000058208,0.3014230271668823
likpf_bad_exp226_good,4,formation_slope_std,0.01381945167496657,0.017154596300824727,0.3169469598965071
likpf_bad_exp226_good,4,gr_missing_prefix,0.05951317243700813,0.2030892448512586,0.18111254851228978
likpf_bad_exp226_good,4,gr_missing_eval,0.09069404176732221,0.30291031478915065,0.2186287192755498
likpf_bad_exp226_good,4,gr_longest_nan_eval,8.0,11.0,0.3311772315653299
likpf_bad_exp226_good,4,gr_std_eval,14.147917786341832,13.540360126838038,0.5653298835705045
likpf_bad_exp226_good,4,gr_slope_change,0.006425493467624792,0.005248378196051512,0.5782664941785253
likpf_bad_exp226_good,4,gr_half_mean_diff,3.803013264849671,4.219367999345081,0.45666235446313064
likpf_bad_exp226_good,4,gr_quarter_max_jump,13.01085442246417,8.447587436085314,0.7542043984476067
likpf_bad_exp226_good,4,hmm_std_mean,2.5004787731203146,2.0504687947035363,0.6015523932729625
likpf_bad_exp226_good,4,hmm_std_p90,5.138987224958625,3.762792030560323,0.6313065976714101
likpf_bad_exp226_good,4,self_gr_quality_mean,0.0822126492857933,0.045063313096761703,0.7749029754204398
likpf_bad_exp226_good,4,self_gr_valid_rate,0.9509843289852142,0.6141124367713928,0.7192755498059509
likpf_bad_exp226_good,4,pf_std_mean,1.0480724624084958,1.1261093140806353,0.4489003880983182
likpf_bad_exp226_good,4,beam_spread_mean,2.858029020282882,2.683542017677122,0.5472186287192755
likpf_bad_exp226_good,4,likpf_abs_delta_mean,21.060207136280162,6.923741737375042,0.9340232858990944
likpf_bad_exp226_good,4,donor_dist_min,880.8449396485795,882.8455072093401,0.49805950840879687
likpf_bad_exp226_good,4,donor_dist_max,1146.037855318992,1327.3860090042674,0.34799482535575677
likpf_bad_exp226_good,4,delta_abs_median,4.0,1.9260367098228663,1.0
likpf_bad_exp226_good,4,delta_abs_max,4.0,4.0,1.0
likpf_bad_exp226_good,4,end_minus_anchor,13.48099135434105,1.1677536482870376,0.8344113842173351
pf_ancc_bad_exp226_good,19,x_mean,2990307.6718463395,2986732.19288762,0.5329883570504528
pf_ancc_bad_exp226_good,19,y_mean,1089991.1415660318,1083576.4256839051,0.5821474773609314
pf_ancc_bad_exp226_good,19,unknown_rows,5132.0,4840.0,0.5950840879689522
pf_ancc_bad_exp226_good,19,last_known_row,1722.0,1702.0,0.51875808538163
pf_ancc_bad_exp226_good,19,z_mean_eval,-9264.934784580499,-9323.627420113702,0.5342820181112549
pf_ancc_bad_exp226_good,19,z_range_eval,138.78999999999905,160.5600000000013,0.35058214747736094
pf_ancc_bad_exp226_good,19,tvt_range_eval,45.6100000000024,26.3700000000008,0.8926261319534282
pf_ancc_bad_exp226_good,19,formation_abs_slope_mean,0.032031819586036424,0.03398995400629396,0.3997412677878396
pf_ancc_bad_exp226_good,19,formation_abs_slope_max,0.11000000000058208,0.11000000000058208,0.5122897800776197
pf_ancc_bad_exp226_good,19,formation_slope_std,0.015330539086473336,0.017154596300824727,0.4152652005174644
pf_ancc_bad_exp226_good,19,gr_missing_prefix,0.2056470588235294,0.2030892448512586,0.5019404915912031
pf_ancc_bad_exp226_good,19,gr_missing_eval,0.28776006484733857,0.30291031478915065,0.48124191461837
pf_ancc_bad_exp226_good,19,gr_longest_nan_eval,11.0,11.0,0.5058214747736093
pf_ancc_bad_exp226_good,19,gr_std_eval,14.935043513924235,13.540360126838038,0.6338939197930142
pf_ancc_bad_exp226_good,19,gr_slope_change,0.004028625778827529,0.005248378196051512,0.4126778783958603
pf_ancc_bad_exp226_good,19,gr_half_mean_diff,2.8519033178575626,4.219367999345081,0.3738680465717982
pf_ancc_bad_exp226_good,19,gr_quarter_max_jump,10.61910467608746,8.447587436085314,0.6429495472186287
pf_ancc_bad_exp226_good,19,hmm_std_mean,3.387149691521569,2.0504687947035363,0.7399741267787839
pf_ancc_bad_exp226_good,19,hmm_std_p90,5.604908717745687,3.762792030560323,0.6701164294954722
pf_ancc_bad_exp226_good,19,self_gr_quality_mean,0.03969560191035271,0.045063313096761703,0.4721862871927555
pf_ancc_bad_exp226_good,19,self_gr_valid_rate,0.6255066394805908,0.6141124367713928,0.5122897800776197
pf_ancc_bad_exp226_good,19,pf_std_mean,1.037270978887903,1.1261093140806353,0.4372574385510996
pf_ancc_bad_exp226_good,19,beam_spread_mean,3.155056906795827,2.683542017677122,0.6067270375161707
pf_ancc_bad_exp226_good,19,likpf_abs_delta_mean,16.24574703617252,6.923741737375042,0.8499353169469599
pf_ancc_bad_exp226_good,19,donor_dist_min,955.7708968157106,882.8455072093401,0.5653298835705045
pf_ancc_bad_exp226_good,19,donor_dist_max,1360.090562352316,1327.3860090042674,0.5265200517464425
pf_ancc_bad_exp226_good,19,delta_abs_median,2.8760367172912886,1.9260367098228663,0.6869340232858991
pf_ancc_bad_exp226_good,19,delta_abs_max,4.0,4.0,1.0
pf_ancc_bad_exp226_good,19,end_minus_anchor,-2.0891090991553565,1.1677536482870376,0.4165588615782665
any_gr_bad_exp226_good,28,x_mean,2991151.805567841,2986732.19288762,0.5407503234152652
any_gr_bad_exp226_good,28,y_mean,1092109.06108587,1083576.4256839051,0.5976714100905562
any_gr_bad_exp226_good,28,unknown_rows,4814.0,4840.0,0.49676584734799484
any_gr_bad_exp226_good,28,last_known_row,1714.0,1702.0,0.5122897800776197
any_gr_bad_exp226_good,28,z_mean_eval,-9296.421727831948,-9323.627420113702,0.5148771021992238
any_gr_bad_exp226_good,28,z_range_eval,155.1299999999992,160.5600000000013,0.45666235446313064
any_gr_bad_exp226_good,28,tvt_range_eval,25.824999999999818,26.3700000000008,0.48253557567917205
any_gr_bad_exp226_good,28,formation_abs_slope_mean,0.03396314982928368,0.03398995400629396,0.49417852522639066
any_gr_bad_exp226_good,28,formation_abs_slope_max,0.10500000000047294,0.11000000000058208,0.48641655886157825
any_gr_bad_exp226_good,28,formation_slope_std,0.015811183807012172,0.017154596300824727,0.4463130659767141
any_gr_bad_exp226_good,28,gr_missing_prefix,0.2378659265159813,0.2030892448512586,0.5640362225097024
any_gr_bad_exp226_good,28,gr_missing_eval,0.36103952091433666,0.30291031478915065,0.5717981888745148
any_gr_bad_exp226_good,28,gr_longest_nan_eval,12.0,11.0,0.5627425614489003
any_gr_bad_exp226_good,28,gr_std_eval,14.46265142593745,13.540360126838038,0.6002587322121604
any_gr_bad_exp226_good,28,gr_slope_change,0.006425493467624792,0.005248378196051512,0.5782664941785253
any_gr_bad_exp226_good,28,gr_half_mean_diff,3.8101422326065446,4.219367999345081,0.45666235446313064
any_gr_bad_exp226_good,28,gr_quarter_max_jump,10.840378304020085,8.447587436085314,0.6532988357050453
any_gr_bad_exp226_good,28,hmm_std_mean,3.3919855811209194,2.0504687947035363,0.7399741267787839
any_gr_bad_exp226_good,28,hmm_std_p90,6.0812550706847786,3.762792030560323,0.7153945666235446
any_gr_bad_exp226_good,28,self_gr_quality_mean,0.029093053191900253,0.045063313096761703,0.4152652005174644
any_gr_bad_exp226_good,28,self_gr_valid_rate,0.4364918917417526,0.6141124367713928,0.425614489003881
any_gr_bad_exp226_good,28,pf_std_mean,1.065744220446807,1.1261093140806353,0.463130659767141
any_gr_bad_exp226_good,28,beam_spread_mean,2.680697718125195,2.683542017677122,0.49805950840879687
any_gr_bad_exp226_good,28,likpf_abs_delta_mean,11.611252387113403,6.923741737375042,0.6998706338939198
any_gr_bad_exp226_good,28,donor_dist_min,908.9277923980173,882.8455072093401,0.5239327296248383
any_gr_bad_exp226_good,28,donor_dist_max,1335.4991052030691,1327.3860090042674,0.5084087968952135
any_gr_bad_exp226_good,28,delta_abs_median,2.1810832706612464,1.9260367098228663,0.5627425614489003
any_gr_bad_exp226_good,28,delta_abs_max,4.0,4.0,1.0
any_gr_bad_exp226_good,28,end_minus_anchor,2.580204730171584,1.1677536482870376,0.5614489003880984
hmm_and_pf_bad_exp226_good,0,x_mean,,2986732.19288762,
hmm_and_pf_bad_exp226_good,0,y_mean,,1083576.4256839051,
hmm_and_pf_bad_exp226_good,0,unknown_rows,,4840.0,
hmm_and_pf_bad_exp226_good,0,last_known_row,,1702.0,
hmm_and_pf_bad_exp226_good,0,z_mean_eval,,-9323.627420113702,
hmm_and_pf_bad_exp226_good,0,z_range_eval,,160.5600000000013,
hmm_and_pf_bad_exp226_good,0,tvt_range_eval,,26.3700000000008,
hmm_and_pf_bad_exp226_good,0,formation_abs_slope_mean,,0.03398995400629396,
hmm_and_pf_bad_exp226_good,0,formation_abs_slope_max,,0.11000000000058208,
hmm_and_pf_bad_exp226_good,0,formation_slope_std,,0.017154596300824727,
hmm_and_pf_bad_exp226_good,0,gr_missing_prefix,,0.2030892448512586,
hmm_and_pf_bad_exp226_good,0,gr_missing_eval,,0.30291031478915065,
hmm_and_pf_bad_exp226_good,0,gr_longest_nan_eval,,11.0,
hmm_and_pf_bad_exp226_good,0,gr_std_eval,,13.540360126838038,
hmm_and_pf_bad_exp226_good,0,gr_slope_change,,0.005248378196051512,
hmm_and_pf_bad_exp226_good,0,gr_half_mean_diff,,4.219367999345081,
hmm_and_pf_bad_exp226_good,0,gr_quarter_max_jump,,8.447587436085314,
hmm_and_pf_bad_exp226_good,0,hmm_std_mean,,2.0504687947035363,
hmm_and_pf_bad_exp226_good,0,hmm_std_p90,,3.762792030560323,
hmm_and_pf_bad_exp226_good,0,self_gr_quality_mean,,0.045063313096761703,
hmm_and_pf_bad_exp226_good,0,self_gr_valid_rate,,0.6141124367713928,
hmm_and_pf_bad_exp226_good,0,pf_std_mean,,1.1261093140806353,
hmm_and_pf_bad_exp226_good,0,beam_spread_mean,,2.683542017677122,
hmm_and_pf_bad_exp226_good,0,likpf_abs_delta_mean,,6.923741737375042,
hmm_and_pf_bad_exp226_good,0,donor_dist_min,,882.8455072093401,
hmm_and_pf_bad_exp226_good,0,donor_dist_max,,1327.3860090042674,
hmm_and_pf_bad_exp226_good,0,delta_abs_median,,1.9260367098228663,
hmm_and_pf_bad_exp226_good,0,delta_abs_max,,4.0,
hmm_and_pf_bad_exp226_good,0,end_minus_anchor,,1.1677536482870376,
exp226_bad_hmm_good,2,x_mean,2984652.6147851264,2986732.19288762,0.48253557567917205
exp226_bad_hmm_good,2,y_mean,1099116.318683533,1083576.4256839051,0.6946959896507116
exp226_bad_hmm_good,2,unknown_rows,5490.5,4840.0,0.6908150064683053
exp226_bad_hmm_good,2,last_known_row,1931.5,1702.0,0.8641655886157826
exp226_bad_hmm_good,2,z_mean_eval,-9032.224165228989,-9323.627420113702,0.6714100905562742
exp226_bad_hmm_good,2,z_range_eval,212.75,160.5600000000013,0.8046571798188874
exp226_bad_hmm_good,2,tvt_range_eval,51.35500000000047,26.3700000000008,0.9288486416558862
exp226_bad_hmm_good,2,formation_abs_slope_mean,0.04430522452166149,0.03398995400629396,0.8589909443725744
exp226_bad_hmm_good,2,formation_abs_slope_max,5.579999999999927,0.11000000000058208,0.9663648124191462
exp226_bad_hmm_good,2,formation_slope_std,0.07901749740929198,0.017154596300824727,0.9573091849935317
exp226_bad_hmm_good,2,gr_missing_prefix,0.12429714834153249,0.2030892448512586,0.31047865459249674
exp226_bad_hmm_good,2,gr_missing_eval,0.1322385942331042,0.30291031478915065,0.2535575679172057
exp226_bad_hmm_good,2,gr_longest_nan_eval,11.0,11.0,0.5058214747736093
exp226_bad_hmm_good,2,gr_std_eval,20.46207512712709,13.540360126838038,0.9366106080206986
exp226_bad_hmm_good,2,gr_slope_change,0.006526128407846543,0.005248378196051512,0.5834411384217335
exp226_bad_hmm_good,2,gr_half_mean_diff,13.63341240197672,4.219367999345081,0.9314359637774903
exp226_bad_hmm_good,2,gr_quarter_max_jump,18.7039235378874,8.447587436085314,0.8990944372574385
exp226_bad_hmm_good,2,hmm_std_mean,3.230579412176453,2.0504687947035363,0.7270375161707633
exp226_bad_hmm_good,2,hmm_std_p90,7.8110608988540955,3.762792030560323,0.8188874514877102
exp226_bad_hmm_good,2,self_gr_quality_mean,0.07402433454990387,0.045063313096761703,0.705045278137128
exp226_bad_hmm_good,2,self_gr_valid_rate,0.9454406797885895,0.6141124367713928,0.7128072445019404
exp226_bad_hmm_good,2,pf_std_mean,0.5995503321363185,1.1261093140806353,0.12677878395860284
exp226_bad_hmm_good,2,beam_spread_mean,4.036036674803522,2.683542017677122,0.7490297542043984
exp226_bad_hmm_good,2,likpf_abs_delta_mean,28.064986496688434,6.923741737375042,0.9728331177231565
exp226_bad_hmm_good,2,donor_dist_min,2233.337949686798,882.8455072093401,0.9560155239327296
exp226_bad_hmm_good,2,donor_dist_max,3731.0562482441037,1327.3860090042674,0.9586028460543338
exp226_bad_hmm_good,2,delta_abs_median,2.83522407724893,1.9260367098228663,0.6765847347994826
exp226_bad_hmm_good,2,delta_abs_max,4.0,4.0,1.0
exp226_bad_hmm_good,2,end_minus_anchor,-8.204673551224246,1.1677536482870376,0.2729624838292367
exp226_bad_likpf_good,3,x_mean,2996169.8932942078,2986732.19288762,0.5989650711513583
exp226_bad_likpf_good,3,y_mean,1078140.9107569354,1083576.4256839051,0.4721862871927555
exp226_bad_likpf_good,3,unknown_rows,5947.0,4840.0,0.8033635187580854
exp226_bad_likpf_good,3,last_known_row,2124.0,1702.0,0.9728331177231565
exp226_bad_likpf_good,3,z_mean_eval,-9468.793441126412,-9323.627420113702,0.4282018111254851
exp226_bad_likpf_good,3,z_range_eval,188.4499999999989,160.5600000000013,0.6882276843467011
exp226_bad_likpf_good,3,tvt_range_eval,34.210000000000946,26.3700000000008,0.7257438551099612
exp226_bad_likpf_good,3,formation_abs_slope_mean,0.027177344475394646,0.03398995400629396,0.2069857697283312
exp226_bad_likpf_good,3,formation_abs_slope_max,6.899999999999636,0.11000000000058208,0.9805950840879689
exp226_bad_likpf_good,3,formation_slope_std,0.09945735401072804,0.017154596300824727,0.9715394566623544
exp226_bad_likpf_good,3,gr_missing_prefix,0.09496944052656324,0.2030892448512586,0.24579560155239327
exp226_bad_likpf_good,3,gr_missing_eval,0.11804271061039179,0.30291031478915065,0.23803363518758086
exp226_bad_likpf_good,3,gr_longest_nan_eval,11.0,11.0,0.5058214747736093
exp226_bad_likpf_good,3,gr_std_eval,17.402777231737463,13.540360126838038,0.8266494178525227
exp226_bad_likpf_good,3,gr_slope_change,0.0073146735912659865,0.005248378196051512,0.630012936610608
exp226_bad_likpf_good,3,gr_half_mean_diff,10.213782092889616,4.219367999345081,0.851228978007762
exp226_bad_likpf_good,3,gr_quarter_max_jump,5.543965210394887,8.447587436085314,0.23415265200517466
exp226_bad_likpf_good,3,hmm_std_mean,5.452736746646341,2.0504687947035363,0.888745148771022
exp226_bad_likpf_good,3,hmm_std_p90,12.460651645756876,3.762792030560323,0.9404915912031048
exp226_bad_likpf_good,3,self_gr_quality_mean,0.06974799931049347,0.045063313096761703,0.6765847347994826
exp226_bad_likpf_good,3,self_gr_valid_rate,0.979317307472229,0.6141124367713928,0.7645536869340233
exp226_bad_likpf_good,3,pf_std_mean,0.7913644367584712,1.1261093140806353,0.25097024579560157
exp226_bad_likpf_good,3,beam_spread_mean,3.963130906455207,2.683542017677122,0.7399741267787839
exp226_bad_likpf_good,3,likpf_abs_delta_mean,13.800293221712629,6.923741737375042,0.7878395860284605
exp226_bad_likpf_good,3,donor_dist_min,2297.542492076967,882.8455072093401,0.96248382923674
exp226_bad_likpf_good,3,donor_dist_max,4988.586245803912,1327.3860090042674,0.9831824062095731
exp226_bad_likpf_good,3,delta_abs_median,1.6704481544978604,1.9260367098228663,0.4282018111254851
exp226_bad_likpf_good,3,delta_abs_max,4.0,4.0,1.0
exp226_bad_likpf_good,3,end_minus_anchor,-7.101094295029549,1.1677536482870376,0.2897800776196636
exp226_bad_pf_ancc_good,0,x_mean,,2986732.19288762,
exp226_bad_pf_ancc_good,0,y_mean,,1083576.4256839051,
exp226_bad_pf_ancc_good,0,unknown_rows,,4840.0,
exp226_bad_pf_ancc_good,0,last_known_row,,1702.0,
exp226_bad_pf_ancc_good,0,z_mean_eval,,-9323.627420113702,
exp226_bad_pf_ancc_good,0,z_range_eval,,160.5600000000013,
exp226_bad_pf_ancc_good,0,tvt_range_eval,,26.3700000000008,
exp226_bad_pf_ancc_good,0,formation_abs_slope_mean,,0.03398995400629396,
exp226_bad_pf_ancc_good,0,formation_abs_slope_max,,0.11000000000058208,
exp226_bad_pf_ancc_good,0,formation_slope_std,,0.017154596300824727,
exp226_bad_pf_ancc_good,0,gr_missing_prefix,,0.2030892448512586,
exp226_bad_pf_ancc_good,0,gr_missing_eval,,0.30291031478915065,
exp226_bad_pf_ancc_good,0,gr_longest_nan_eval,,11.0,
exp226_bad_pf_ancc_good,0,gr_std_eval,,13.540360126838038,
exp226_bad_pf_ancc_good,0,gr_slope_change,,0.005248378196051512,
exp226_bad_pf_ancc_good,0,gr_half_mean_diff,,4.219367999345081,
exp226_bad_pf_ancc_good,0,gr_quarter_max_jump,,8.447587436085314,
exp226_bad_pf_ancc_good,0,hmm_std_mean,,2.0504687947035363,
exp226_bad_pf_ancc_good,0,hmm_std_p90,,3.762792030560323,
exp226_bad_pf_ancc_good,0,self_gr_quality_mean,,0.045063313096761703,
exp226_bad_pf_ancc_good,0,self_gr_valid_rate,,0.6141124367713928,
exp226_bad_pf_ancc_good,0,pf_std_mean,,1.1261093140806353,
exp226_bad_pf_ancc_good,0,beam_spread_mean,,2.683542017677122,
exp226_bad_pf_ancc_good,0,likpf_abs_delta_mean,,6.923741737375042,
exp226_bad_pf_ancc_good,0,donor_dist_min,,882.8455072093401,
exp226_bad_pf_ancc_good,0,donor_dist_max,,1327.3860090042674,
exp226_bad_pf_ancc_good,0,delta_abs_median,,1.9260367098228663,
exp226_bad_pf_ancc_good,0,delta_abs_max,,4.0,
exp226_bad_pf_ancc_good,0,end_minus_anchor,,1.1677536482870376,
exp226_bad_any_gr_good,3,x_mean,2996169.8932942078,2986732.19288762,0.5989650711513583
exp226_bad_any_gr_good,3,y_mean,1078140.9107569354,1083576.4256839051,0.4721862871927555
exp226_bad_any_gr_good,3,unknown_rows,5947.0,4840.0,0.8033635187580854
exp226_bad_any_gr_good,3,last_known_row,2124.0,1702.0,0.9728331177231565
exp226_bad_any_gr_good,3,z_mean_eval,-9468.793441126412,-9323.627420113702,0.4282018111254851
exp226_bad_any_gr_good,3,z_range_eval,188.4499999999989,160.5600000000013,0.6882276843467011
exp226_bad_any_gr_good,3,tvt_range_eval,34.210000000000946,26.3700000000008,0.7257438551099612
exp226_bad_any_gr_good,3,formation_abs_slope_mean,0.027177344475394646,0.03398995400629396,0.2069857697283312
