label,split,well_id,kind,view,path,n_rows,n_valid_points,grid_valid_points,tvt_min,tvt_max,gr_mean,gr_std
horizontal:train:09053135:hidden,train,09053135,horizontal,hidden,data/raw/train/09053135__horizontal_well.csv,3415,3415,52,11460.990000000002,11486.67,76.28690689308043,16.695138295088096
horizontal:train:09053135:full,train,09053135,horizontal,full,data/raw/train/09053135__horizontal_well.csv,4847,4847,962,10684.85,11486.67,78.62940786325447,19.236624594087733
horizontal:train:09441b8d:prefix,train,09441b8d,horizontal,prefix,data/raw/train/09441b8d__horizontal_well.csv,1570,1570,871,10466.0,11219.51,79.70202471369798,18.991366670288695
horizontal:train:09441b8d:hidden,train,09441b8d,horizontal,hidden,data/raw/train/09441b8d__horizontal_well.csv,4845,4845,70,11178.02,11212.75,85.7718913230267,16.59672892425077
horizontal:train:09441b8d:full,train,09441b8d,horizontal,full,data/raw/train/09441b8d__horizontal_well.csv,6415,6415,872,10466.0,11219.51,84.28635888707251,17.4102953074057
horizontal:train:0955cd6c:prefix,train,0955cd6c,horizontal,prefix,data/raw/train/0955cd6c__horizontal_well.csv,1145,1145,747,11439.21,12185.47,79.10772353652938,25.286220045820368
horizontal:train:0955cd6c:hidden,train,0955cd6c,horizontal,hidden,data/raw/train/0955cd6c__horizontal_well.csv,1842,1842,41,12169.98,12190.06,90.19144404899022,12.68985608308549
horizontal:train:0955cd6c:full,train,0955cd6c,horizontal,full,data/raw/train/0955cd6c__horizontal_well.csv,2987,2987,756,11439.21,12190.06,85.94274636343026,19.324627811568195
horizontal:train:09ec2ca9:prefix,train,09ec2ca9,horizontal,prefix,data/raw/train/09ec2ca9__horizontal_well.csv,1220,1220,814,10244.31,11056.25,118.15016483688753,30.39124411912369
horizontal:train:09ec2ca9:hidden,train,09ec2ca9,horizontal,hidden,data/raw/train/09ec2ca9__horizontal_well.csv,2587,2587,40,11039.46,11059.02,111.791183641825,11.6697726507866
horizontal:train:09ec2ca9:full,train,09ec2ca9,horizontal,full,data/raw/train/09ec2ca9__horizontal_well.csv,3807,3807,821,10244.31,11059.02,113.8289974211726,19.933275915167766
horizontal:train:0a57a29c:prefix,train,0a57a29c,horizontal,prefix,data/raw/train/0a57a29c__horizontal_well.csv,889,889,542,10681.71,11200.06,74.78013293307363,16.124562680105704
horizontal:train:0a57a29c:hidden,train,0a57a29c,horizontal,hidden,data/raw/train/0a57a29c__horizontal_well.csv,2736,2736,45,11187.76,11210.09,83.96318880226556,13.435665749524343
horizontal:train:0a57a29c:full,train,0a57a29c,horizontal,full,data/raw/train/0a57a29c__horizontal_well.csv,3625,3625,562,10681.71,11210.09,81.71112351462098,14.683971641132034
horizontal:train:0bbf5e67:prefix,train,0bbf5e67,horizontal,prefix,data/raw/train/0bbf5e67__horizontal_well.csv,984,984,575,10183.13,10972.05,80.85092429380614,17.43782721267212
horizontal:train:0bbf5e67:hidden,train,0bbf5e67,horizontal,hidden,data/raw/train/0bbf5e67__horizontal_well.csv,2031,2031,63,10915.93,10947.06,80.92175531324546,10.859979317077594
horizontal:train:0bbf5e67:full,train,0bbf5e67,horizontal,full,data/raw/train/0bbf5e67__horizontal_well.csv,3015,3015,590,10183.13,10972.05,80.8986383238165,13.367497444193555
horizontal:train:0be01c24:prefix,train,0be01c24,horizontal,prefix,data/raw/train/0be01c24__horizontal_well.csv,1568,1568,873,10548.98,11311.85,81.85404219076932,24.463180392918293
horizontal:train:0be01c24:hidden,train,0be01c24,horizontal,hidden,data/raw/train/0be01c24__horizontal_well.csv,4572,4572,43,11301.68,11322.65,75.66560457156801,8.112317147558398
horizontal:train:0be01c24:full,train,0be01c24,horizontal,full,data/raw/train/0be01c24__horizontal_well.csv,6140,6140,894,10548.98,11322.65,77.24597430884938,14.460782365028741
horizontal:train:0c1b160c:prefix,train,0c1b160c,horizontal,prefix,data/raw/train/0c1b160c__horizontal_well.csv,851,851,444,10593.72,11169.47,104.61768969442069,23.7217565021968
horizontal:train:0c1b160c:hidden,train,0c1b160c,horizontal,hidden,data/raw/train/0c1b160c__horizontal_well.csv,2421,2421,56,11153.72,11180.9,111.14653353987221,17.03831179614513
horizontal:train:0c1b160c:full,train,0c1b160c,horizontal,full,data/raw/train/0c1b160c__horizontal_well.csv,3272,3272,470,10593.72,11180.9,109.44847543703627,19.218712965739368
horizontal:train:0d99f8e4:prefix,train,0d99f8e4,horizontal,prefix,data/raw/train/0d99f8e4__horizontal_well.csv,1038,1038,620,10649.92,11200.01,77.69761251982318,14.998535409906827
horizontal:train:0d99f8e4:hidden,train,0d99f8e4,horizontal,hidden,data/raw/train/0d99f8e4__horizontal_well.csv,2679,2679,46,11180.96,11203.73,86.24390074560213,13.908501234144556
horizontal:train:0d99f8e4:full,train,0d99f8e4,horizontal,full,data/raw/train/0d99f8e4__horizontal_well.csv,3717,3717,627,10649.92,11203.73,83.85728595454522,14.729103214627639
horizontal:train:0dc5e64d:prefix,train,0dc5e64d,horizontal,prefix,data/raw/train/0dc5e64d__horizontal_well.csv,1299,1299,736,10348.58,10865.14,84.65443798133872,43.849060165556644
horizontal:train:0dc5e64d:hidden,train,0dc5e64d,horizontal,hidden,data/raw/train/0dc5e64d__horizontal_well.csv,4823,4823,133,10849.09,10915.05,67.73658786923056,26.768895291409944
horizontal:train:0dc5e64d:full,train,0dc5e64d,horizontal,full,data/raw/train/0dc5e64d__horizontal_well.csv,6122,6122,836,10348.58,10915.05,71.3263113739069,31.9429040845634
horizontal:train:0dc835f3:prefix,train,0dc835f3,horizontal,prefix,data/raw/train/0dc835f3__horizontal_well.csv,809,809,461,10437.3,10687.83,56.75062095149031,20.170423299248135
horizontal:train:0dc835f3:hidden,train,0dc835f3,horizontal,hidden,data/raw/train/0dc835f3__horizontal_well.csv,4280,4280,53,10668.34,10694.58,45.9491168760105,21.449681433185148
horizontal:train:0dc835f3:full,train,0dc835f3,horizontal,full,data/raw/train/0dc835f3__horizontal_well.csv,5089,5089,474,10437.3,10694.58,47.66623552349785,21.615359508306604
horizontal:train:0dd99dc5:prefix,train,0dd99dc5,horizontal,prefix,data/raw/train/0dd99dc5__horizontal_well.csv,1015,1015,679,11884.7,12581.48,89.82479843030269,21.76422124676175
horizontal:train:0dd99dc5:hidden,train,0dd99dc5,horizontal,hidden,data/raw/train/0dd99dc5__horizontal_well.csv,3844,3844,60,12572.14,12601.46,76.89534291623494,16.190254389669985
horizontal:train:0dd99dc5:full,train,0dd99dc5,horizontal,full,data/raw/train/0dd99dc5__horizontal_well.csv,4859,4859,719,11884.7,12601.46,79.59618616521183,18.274093877028104
horizontal:train:0e5e560d:prefix,train,0e5e560d,horizontal,prefix,data/raw/train/0e5e560d__horizontal_well.csv,1362,1362,873,10218.990000000002,11012.59,117.2446409228597,31.689872283111892
horizontal:train:0e5e560d:hidden,train,0e5e560d,horizontal,hidden,data/raw/train/0e5e560d__horizontal_well.csv,2327,2327,51,11004.41,11029.34,126.97501110638056,17.985143312435277
horizontal:train:0e5e560d:full,train,0e5e560d,horizontal,full,data/raw/train/0e5e560d__horizontal_well.csv,3689,3689,907,10218.990000000002,11029.34,123.38250251598876,24.430811654141188
horizontal:train:109d9d70:prefix,train,109d9d70,horizontal,prefix,data/raw/train/109d9d70__horizontal_well.csv,1203,1203,689,11590.81,12229.89,80.40148460456975,17.57461869896024
horizontal:train:109d9d70:hidden,train,109d9d70,horizontal,hidden,data/raw/train/109d9d70__horizontal_well.csv,2473,2473,70,12216.48,12250.89,84.78312744578436,11.979682563320162
horizontal:train:109d9d70:full,train,109d9d70,horizontal,full,data/raw/train/109d9d70__horizontal_well.csv,3676,3676,731,11590.81,12250.89,83.3492002591736,14.207503123721143
horizontal:train:10a1281a:prefix,train,10a1281a,horizontal,prefix,data/raw/train/10a1281a__horizontal_well.csv,1634,1634,848,10482.22,11264.570000000002,87.34245253295785,18.940654731437853
horizontal:train:10a1281a:hidden,train,10a1281a,horizontal,hidden,data/raw/train/10a1281a__horizontal_well.csv,5369,5369,21,11255.63,11265.570000000002,89.22689336761641,13.21645390699876
horizontal:train:10a1281a:full,train,10a1281a,horizontal,full,data/raw/train/10a1281a__horizontal_well.csv,7003,7003,850,10482.22,11265.570000000002,88.78719947587972,14.773610434290427
horizontal:train:10b89021:prefix,train,10b89021,horizontal,prefix,data/raw/train/10b89021__horizontal_well.csv,1230,1230,812,11311.08,12161.18,80.39016198237607,16.365603611511066
horizontal:train:10b89021:hidden,train,10b89021,horizontal,hidden,data/raw/train/10b89021__horizontal_well.csv,2310,2310,39,12123.06,12141.9,76.25345962900172,11.433780159576592
horizontal:train:10b89021:full,train,10b89021,horizontal,full,data/raw/train/10b89021__horizontal_well.csv,3540,3540,819,11311.08,12161.18,77.6907884128013,13.499934482589488
horizontal:train:10be2420:prefix,train,10be2420,horizontal,prefix,data/raw/train/10be2420__horizontal_well.csv,1183,1183,819,9970.88,10824.63,89.7671172416279,25.3155007428072
horizontal:train:10be2420:hidden,train,10be2420,horizontal,hidden,data/raw/train/10be2420__horizontal_well.csv,1581,1581,45,10802.02,10823.87,95.6296993650015,14.409832630597206
horizontal:train:10be2420:full,train,10be2420,horizontal,full,data/raw/train/10be2420__horizontal_well.csv,2764,2764,820,9970.88,10824.63,93.12049724779783,20.03701164308928
horizontal:train:113011eb:prefix,train,113011eb,horizontal,prefix,data/raw/train/113011eb__horizontal_well.csv,755,755,421,12163.79,12534.990000000002,82.47566904206737,18.05332854559566
horizontal:train:113011eb:hidden,train,113011eb,horizontal,hidden,data/raw/train/113011eb__horizontal_well.csv,1626,1626,42,12528.1,12548.58,89.93202498192242,12.66198650930038
horizontal:train:113011eb:full,train,113011eb,horizontal,full,data/raw/train/113011eb__horizontal_well.csv,2381,2381,448,12163.79,12548.58,87.567661800658,14.995829683057902
horizontal:train:1131525f:prefix,train,1131525f,horizontal,prefix,data/raw/train/1131525f__horizontal_well.csv,1111,1111,685,10764.52,11290.240000000002,91.82796092693448,23.814461528854814
horizontal:train:1131525f:hidden,train,1131525f,horizontal,hidden,data/raw/train/1131525f__horizontal_well.csv,2687,2687,47,11290.39,11313.4,98.79207905882801,13.609073071399973
horizontal:train:1131525f:full,train,1131525f,horizontal,full,data/raw/train/1131525f__horizontal_well.csv,3798,3798,732,10764.52,11313.4,96.75491864689181,17.520402968224396
horizontal:train:11d0f5ac:prefix,train,11d0f5ac,horizontal,prefix,data/raw/train/11d0f5ac__horizontal_well.csv,1088,1088,614,10396.33,10919.21,84.37280580632913,16.255008276781385
horizontal:train:11d0f5ac:hidden,train,11d0f5ac,horizontal,hidden,data/raw/train/11d0f5ac__horizontal_well.csv,2910,2910,58,10916.34,10945.1,85.30520194077793,10.453360449837744
horizontal:train:11d0f5ac:full,train,11d0f5ac,horizontal,full,data/raw/train/11d0f5ac__horizontal_well.csv,3998,3998,666,10396.33,10945.1,85.05146332289891,12.313128109286772
horizontal:train:12203f2a:prefix,train,12203f2a,horizontal,prefix,data/raw/train/12203f2a__horizontal_well.csv,1385,1385,932,11224.52,12032.5,80.67978547958988,25.615022215335735
horizontal:train:12203f2a:hidden,train,12203f2a,horizontal,hidden,data/raw/train/12203f2a__horizontal_well.csv,2312,2312,43,12010.64,12031.56,82.02738168562335,17.544409655990606
horizontal:train:12203f2a:full,train,12203f2a,horizontal,full,data/raw/train/12203f2a__horizontal_well.csv,3697,3697,932,11224.52,12032.5,81.52253431062839,20.945724268633032
horizontal:train:122bd617:prefix,train,122bd617,horizontal,prefix,data/raw/train/122bd617__horizontal_well.csv,1350,1350,989,9857.18,10813.01,91.71822481034927,29.021003460816388
horizontal:train:122bd617:hidden,train,122bd617,horizontal,hidden,data/raw/train/122bd617__horizontal_well.csv,3178,3178,82,10795.66,10835.84,87.73700422909808,14.411833442766987
horizontal:train:122bd617:full,train,122bd617,horizontal,full,data/raw/train/122bd617__horizontal_well.csv,4528,4528,1035,9857.18,10835.84,88.9239847469181,20.00489571334148
horizontal:train:125be846:prefix,train,125be846,horizontal,prefix,data/raw/train/125be846__horizontal_well.csv,1381,1381,684,10894.61,11470.87,78.62184729744618,22.111261521396074
horizontal:train:125be846:hidden,train,125be846,horizontal,hidden,data/raw/train/125be846__horizontal_well.csv,4714,4714,55,11432.04,11459.08,81.5744739425593,14.339056436775017
horizontal:train:125be846:full,train,125be846,horizontal,full,data/raw/train/125be846__horizontal_well.csv,6095,6095,686,10894.61,11470.87,80.90547026792414,16.471976825826665
horizontal:train:1285a37b:prefix,train,1285a37b,horizontal,prefix,data/raw/train/1285a37b__horizontal_well.csv,1756,1756,1007,11880.83,12760.31,92.29292661798429,22.554034855974134
horizontal:train:1285a37b:hidden,train,1285a37b,horizontal,hidden,data/raw/train/1285a37b__horizontal_well.csv,5363,5363,22,12745.38,12756.11,86.23381486239488,9.06670738385672
horizontal:train:1285a37b:full,train,1285a37b,horizontal,full,data/raw/train/1285a37b__horizontal_well.csv,7119,7119,1007,11880.83,12760.31,87.72837873973931,13.936435042932024
horizontal:train:1295a25b:prefix,train,1295a25b,horizontal,prefix,data/raw/train/1295a25b__horizontal_well.csv,1072,1072,605,11216.43,11771.75,85.41933865482048,19.21042722061921
horizontal:train:1295a25b:hidden,train,1295a25b,horizontal,hidden,data/raw/train/1295a25b__horizontal_well.csv,3078,3078,66,11739.63,11771.84,83.88209404141571,15.83241425143213
horizontal:train:1295a25b:full,train,1295a25b,horizontal,full,data/raw/train/1295a25b__horizontal_well.csv,4150,4150,609,11216.43,11771.84,84.27918469817952,16.783800568348255
horizontal:train:12f0cd90:prefix,train,12f0cd90,horizontal,prefix,data/raw/train/12f0cd90__horizontal_well.csv,1285,1285,723,10854.83,11396.62,84.64756875162082,23.00904801893749
horizontal:train:12f0cd90:hidden,train,12f0cd90,horizontal,hidden,data/raw/train/12f0cd90__horizontal_well.csv,4214,4214,71,11370.97,11406.14,93.613982530718,16.3366978334961
horizontal:train:12f0cd90:full,train,12f0cd90,horizontal,full,data/raw/train/12f0cd90__horizontal_well.csv,5499,5499,742,10854.83,11406.14,91.51872126391679,18.51031971875248
horizontal:train:137d1e44:prefix,train,137d1e44,horizontal,prefix,data/raw/train/137d1e44__horizontal_well.csv,1215,1215,833,11892.42,12754.28,80.14340223753564,20.49447101536176
horizontal:train:137d1e44:hidden,train,137d1e44,horizontal,hidden,data/raw/train/137d1e44__horizontal_well.csv,2342,2342,106,12739.83,12792.81,84.9734676908721,11.906458164218613
horizontal:train:137d1e44:full,train,137d1e44,horizontal,full,data/raw/train/137d1e44__horizontal_well.csv,3557,3557,909,11892.42,12792.81,83.3236140147957,15.55823056386043
horizontal:train:13ce113d:prefix,train,13ce113d,horizontal,prefix,data/raw/train/13ce113d__horizontal_well.csv,1555,1555,1092,10284.0,11190.53,89.43311752700853,22.540921639724864
horizontal:train:13ce113d:hidden,train,13ce113d,horizontal,hidden,data/raw/train/13ce113d__horizontal_well.csv,2399,2399,30,11181.41,11195.79,88.63791132212323,13.006290538285532
horizontal:train:13ce113d:full,train,13ce113d,horizontal,full,data/raw/train/13ce113d__horizontal_well.csv,3954,3954,1103,10284.0,11195.79,88.95064416193017,17.395579841785533
horizontal:train:13f598d9:prefix,train,13f598d9,horizontal,prefix,data/raw/train/13f598d9__horizontal_well.csv,919,919,582,11871.070000000002,12518.61,83.76124330600182,20.964560255889403
horizontal:train:13f598d9:hidden,train,13f598d9,horizontal,hidden,data/raw/train/13f598d9__horizontal_well.csv,3243,3243,53,12518.72,12544.53,87.55888823021147,12.160986025779488
horizontal:train:13f598d9:full,train,13f598d9,horizontal,full,data/raw/train/13f598d9__horizontal_well.csv,4162,4162,634,11871.070000000002,12544.53,86.72034049226129,14.654810105797322
