label,split,well_id,kind,view,path,n_rows,n_valid_points,grid_valid_points,tvt_min,tvt_max,gr_mean,gr_std
typewell:train:16e4a047,train,16e4a047,typewell,native,data/raw/train/16e4a047__typewell.csv,4060,4060,2031,11142.2,12156.95,85.07382019704433,29.57432426991119
typewell:train:173ed841,train,173ed841,typewell,native,data/raw/train/173ed841__typewell.csv,1827,1827,1827,11960.45,12873.45,92.35642036124794,25.804392730226894
typewell:train:1770d7c6,train,1770d7c6,typewell,native,data/raw/train/1770d7c6__typewell.csv,1955,1955,1955,11771.95,12748.95,84.89750895140665,24.88987321439056
typewell:train:177622d7,train,177622d7,typewell,native,data/raw/train/177622d7__typewell.csv,1268,1268,1268,11733.45,12366.95,81.81294952681388,27.582861949392036
typewell:train:18d24f7b,train,18d24f7b,typewell,native,data/raw/train/18d24f7b__typewell.csv,1649,1649,1649,10542.45,11366.45,78.13483929654336,26.749997350786394
typewell:train:19137a89,train,19137a89,typewell,native,data/raw/train/19137a89__typewell.csv,1572,1572,1572,10336.95,11122.45,118.71714376590329,48.22286812525932
typewell:train:1944513c,train,1944513c,typewell,native,data/raw/train/1944513c__typewell.csv,2235,2235,2210,10420.95,11537.41,96.22736017897091,33.232524725162335
typewell:train:197f8a5a,train,197f8a5a,typewell,native,data/raw/train/197f8a5a__typewell.csv,2157,2157,2157,10032.64,11110.62,116.0491608715809,32.396206660937374
typewell:train:19871e7f,train,19871e7f,typewell,native,data/raw/train/19871e7f__typewell.csv,2077,2077,2077,11710.95,12748.95,85.42102551757343,24.38927085509845
typewell:train:198a5607,train,198a5607,typewell,native,data/raw/train/198a5607__typewell.csv,1987,1987,1987,10318.55,11311.5,118.82162556618016,47.0409230285789
typewell:train:19fb4f7b,train,19fb4f7b,typewell,native,data/raw/train/19fb4f7b__typewell.csv,2445,2445,2445,11651.45,12873.45,96.58616768916156,24.14757036804007
typewell:train:1a518997,train,1a518997,typewell,native,data/raw/train/1a518997__typewell.csv,1900,1900,1900,10416.95,11366.45,83.47477894736843,28.49822607412939
typewell:train:1a68190b,train,1a68190b,typewell,native,data/raw/train/1a68190b__typewell.csv,2059,2059,2059,11952.95,12981.95,86.14311801845555,25.033170743742055
typewell:train:1a730ac2,train,1a730ac2,typewell,native,data/raw/train/1a730ac2__typewell.csv,1277,1277,1256,10956.86,11594.55,68.58623335943618,26.65400115242373
typewell:train:1aaf1da0,train,1aaf1da0,typewell,native,data/raw/train/1aaf1da0__typewell.csv,1812,1812,1812,11146.4,12051.84,95.04061810154526,32.327103310503595
typewell:train:1b08ed48,train,1b08ed48,typewell,native,data/raw/train/1b08ed48__typewell.csv,1498,1498,1498,11530.95,12279.45,82.20941255006676,27.116077134686382
typewell:train:1b1c5372,train,1b1c5372,typewell,native,data/raw/train/1b1c5372__typewell.csv,1284,1284,1284,10315.09,10956.570000000002,57.96904984423676,22.563617788274446
typewell:train:1b1eba53,train,1b1eba53,typewell,native,data/raw/train/1b1eba53__typewell.csv,2414,2414,2414,11780.95,12987.45,92.0510811930406,27.513940293448563
typewell:train:1b6ba517,train,1b6ba517,typewell,native,data/raw/train/1b6ba517__typewell.csv,2086,2086,2086,11160.45,12202.95,96.54558485139023,34.83682258724671
typewell:train:1b82b665,train,1b82b665,typewell,native,data/raw/train/1b82b665__typewell.csv,1685,1685,1685,10114.6,10956.570000000002,69.43486646884273,29.033173690402254
typewell:train:1bcb2fcf,train,1bcb2fcf,typewell,native,data/raw/train/1bcb2fcf__typewell.csv,1474,1474,1458,11916.55,12652.570000000002,85.57428086838534,31.37610718083777
typewell:train:1beca81d,train,1beca81d,typewell,native,data/raw/train/1beca81d__typewell.csv,1529,1529,1516,10746.76,11510.29,78.58765206017004,28.78655460018516
typewell:train:1d3fbf02,train,1d3fbf02,typewell,native,data/raw/train/1d3fbf02__typewell.csv,1191,1191,1191,11276.45,11871.45,80.41809403862301,25.142960685210184
typewell:train:1d78281a,train,1d78281a,typewell,native,data/raw/train/1d78281a__typewell.csv,2153,2153,2153,11905.95,12981.95,86.81995355318162,24.697492005815352
typewell:train:1e30dedf,train,1e30dedf,typewell,native,data/raw/train/1e30dedf__typewell.csv,1342,1342,1342,10286.09,10956.570000000002,60.01754843517138,24.55099772808379
typewell:train:1e5e3573,train,1e5e3573,typewell,native,data/raw/train/1e5e3573__typewell.csv,3420,3420,1709,11471.34,12325.65,79.4400029239766,26.70805307677889
typewell:train:1f9afacb,train,1f9afacb,typewell,native,data/raw/train/1f9afacb__typewell.csv,3990,3990,1996,11159.7,12156.95,84.70725313283208,29.70030874709497
typewell:train:1fdbba44,train,1fdbba44,typewell,native,data/raw/train/1fdbba44__typewell.csv,1315,1315,1315,12324.95,12981.95,75.28486692015208,22.287254272455893
typewell:train:1fee2b62,train,1fee2b62,typewell,native,data/raw/train/1fee2b62__typewell.csv,2029,2029,2029,11734.95,12748.95,85.30304090685067,24.661599279506778
typewell:train:20096916,train,20096916,typewell,native,data/raw/train/20096916__typewell.csv,1907,1907,1907,11098.9,12051.84,95.778725747247,31.7069547257025
typewell:train:200d233d,train,200d233d,typewell,native,data/raw/train/200d233d__typewell.csv,3317,3317,1659,11327.95,12156.95,79.80231835996383,29.93991931330361
typewell:train:201661b5,train,201661b5,typewell,native,data/raw/train/201661b5__typewell.csv,5163,5163,2581,11035.65,12325.65,83.61858028278132,23.380989955151023
typewell:train:203721ab,train,203721ab,typewell,native,data/raw/train/203721ab__typewell.csv,1513,1513,1513,10610.45,11366.45,74.34436219431593,24.570760050199766
typewell:train:20402d71,train,20402d71,typewell,native,data/raw/train/20402d71__typewell.csv,1674,1674,1674,10274.13,11110.62,106.48550776583033,29.96749796529765
typewell:train:2043abc5,train,2043abc5,typewell,native,data/raw/train/2043abc5__typewell.csv,1420,1420,1399,10885.39,11594.55,73.56368309859154,29.930871293104087
typewell:train:204cc64b,train,204cc64b,typewell,native,data/raw/train/204cc64b__typewell.csv,2198,2198,2198,11774.95,12873.45,94.98260236578709,24.80379907862295
typewell:train:206b6193,train,206b6193,typewell,native,data/raw/train/206b6193__typewell.csv,1776,1776,1755,10707.42,11594.55,82.6431981981982,32.39221304936562
typewell:train:2075c696,train,2075c696,typewell,native,data/raw/train/2075c696__typewell.csv,2593,2593,2593,10070.45,11366.45,92.54881604319321,29.524251307984944
typewell:train:22c5f93f,train,22c5f93f,typewell,native,data/raw/train/22c5f93f__typewell.csv,2039,2039,2039,11032.9,12051.84,97.35304070622854,31.381789083717948
typewell:train:230eaaa3,train,230eaaa3,typewell,native,data/raw/train/230eaaa3__typewell.csv,2184,2184,2163,10503.42,11594.55,88.28269230769232,31.845643428714734
typewell:train:2364716c,train,2364716c,typewell,native,data/raw/train/2364716c__typewell.csv,3780,3780,1891,10191.7,11136.45,94.39764021164022,38.15163373435941
typewell:train:23b9beb0,train,23b9beb0,typewell,native,data/raw/train/23b9beb0__typewell.csv,1422,1422,1422,10881.45,11591.95,74.15997187060478,28.137571078322942
typewell:train:24d8997e,train,24d8997e,typewell,native,data/raw/train/24d8997e__typewell.csv,1782,1782,1742,10460.81,11350.94,122.79572951739618,34.32078428438682
typewell:train:25050f63,train,25050f63,typewell,native,data/raw/train/25050f63__typewell.csv,1743,1743,1743,10239.63,11110.62,107.58573149741824,29.945710878593147
typewell:train:25939962,train,25939962,typewell,native,data/raw/train/25939962__typewell.csv,1863,1863,1863,11435.95,12366.95,92.21902844873858,28.251522220081174
typewell:train:25fd32b3,train,25fd32b3,typewell,native,data/raw/train/25fd32b3__typewell.csv,1384,1384,1344,10659.79,11350.94,114.85973988439306,34.45436267234925
typewell:train:261785ee,train,261785ee,typewell,native,data/raw/train/261785ee__typewell.csv,2537,2537,2537,10323.95,11591.95,90.05156484036263,28.20087369171019
typewell:train:264feceb,train,264feceb,typewell,native,data/raw/train/264feceb__typewell.csv,1887,1887,1887,10423.45,11366.45,83.23713301536831,28.45053277632629
typewell:train:26623a50,train,26623a50,typewell,native,data/raw/train/26623a50__typewell.csv,1951,1951,1926,10562.92,11537.41,93.02170169144027,34.134660140935225
typewell:train:26d3a96a,train,26d3a96a,typewell,native,data/raw/train/26d3a96a__typewell.csv,2029,2029,2029,11859.45,12873.45,94.09224248398226,25.31601973742781
typewell:train:272abef3,train,272abef3,typewell,native,data/raw/train/272abef3__typewell.csv,1504,1504,1483,10843.4,11594.55,76.27650265957446,31.156930402459682
typewell:train:27300fd5,train,27300fd5,typewell,native,data/raw/train/27300fd5__typewell.csv,2183,2183,2183,11782.45,12873.45,94.88427851580394,24.859579083563315
typewell:train:276b012a,train,276b012a,typewell,native,data/raw/train/276b012a__typewell.csv,1592,1592,1592,11953.45,12748.95,80.84059045226131,25.464209754481097
typewell:train:27c3155b,train,27c3155b,typewell,native,data/raw/train/27c3155b__typewell.csv,2505,2505,2505,11724.88,12976.83,104.37033133732535,31.09801104488999
typewell:train:27ebb9b9,train,27ebb9b9,typewell,native,data/raw/train/27ebb9b9__typewell.csv,2190,2190,2190,11108.45,12202.95,98.07298630136987,34.688973339607166
typewell:train:283269ac,train,283269ac,typewell,native,data/raw/train/283269ac__typewell.csv,2146,2146,2125,10522.42,11594.55,88.07541006523765,32.08549669810332
typewell:train:28473855,train,28473855,typewell,native,data/raw/train/28473855__typewell.csv,5139,5139,2570,9851.95,11136.45,102.86312706752287,36.34768604468892
typewell:train:28f4eda9,train,28f4eda9,typewell,native,data/raw/train/28f4eda9__typewell.csv,1157,1157,1157,10532.63,11110.62,97.60873811581676,30.386321513809108
typewell:train:29b24409,train,29b24409,typewell,native,data/raw/train/29b24409__typewell.csv,1830,1830,1830,10451.95,11366.45,82.06567213114754,28.06245025819369
typewell:train:29de15c8,train,29de15c8,typewell,native,data/raw/train/29de15c8__typewell.csv,1693,1693,1693,11335.95,12181.95,76.25655050206734,22.700894084498877
typewell:train:2ab29395,train,2ab29395,typewell,native,data/raw/train/2ab29395__typewell.csv,1052,1052,1052,11841.45,12366.95,75.59138783269962,25.44338587837809
typewell:train:2ac7cb6b,train,2ac7cb6b,typewell,native,data/raw/train/2ac7cb6b__typewell.csv,1370,1370,1370,10336.820000000002,11021.27,75.4027591240876,29.110072089549476
typewell:train:2acc78d4,train,2acc78d4,typewell,native,data/raw/train/2acc78d4__typewell.csv,1958,1958,1958,11073.4,12051.84,96.37303881511745,31.61086373442344
typewell:train:2b034622,train,2b034622,typewell,native,data/raw/train/2b034622__typewell.csv,7824,7824,1566,9454.55,10236.85,75.57741180981594,26.95177936096295
typewell:train:2b06ad65,train,2b06ad65,typewell,native,data/raw/train/2b06ad65__typewell.csv,1492,1492,1492,11436.45,12181.95,73.56291554959785,22.744992396132094
typewell:train:2b547943,train,2b547943,typewell,native,data/raw/train/2b547943__typewell.csv,1802,1802,1802,11466.45,12366.95,91.97364594894562,28.6832705047967
typewell:train:2be5c96a,train,2be5c96a,typewell,native,data/raw/train/2be5c96a__typewell.csv,1744,1744,1744,11180.4,12051.84,94.47820527522937,32.80863611310835
typewell:train:2bff06cf,train,2bff06cf,typewell,native,data/raw/train/2bff06cf__typewell.csv,1997,1997,1997,10147.45,11145.28,79.97916374561844,25.566987353131783
typewell:train:2c0c4a4e,train,2c0c4a4e,typewell,native,data/raw/train/2c0c4a4e__typewell.csv,3752,3752,1877,10198.7,11136.45,94.11277185501066,38.14778632134162
typewell:train:2cee0cba,train,2cee0cba,typewell,native,data/raw/train/2cee0cba__typewell.csv,795,795,795,10451.45,11245.45,94.51535849056603,20.755529237484847
typewell:train:2d0c268a,train,2d0c268a,typewell,native,data/raw/train/2d0c268a__typewell.csv,2018,2018,1993,10529.43,11537.41,93.55977205153617,33.69680758432756
typewell:train:2d179ded,train,2d179ded,typewell,native,data/raw/train/2d179ded__typewell.csv,2278,2278,2278,9706.95,10845.45,89.32477172958737,29.30391822251704
typewell:train:2d196986,train,2d196986,typewell,native,data/raw/train/2d196986__typewell.csv,1876,1876,1836,10413.820000000002,11350.94,123.94142857142857,33.85609411976821
typewell:train:2d2d0c6b,train,2d2d0c6b,typewell,native,data/raw/train/2d2d0c6b__typewell.csv,1920,1920,1880,10391.820000000002,11350.94,124.28356770833334,33.54965092234255
typewell:train:2d35f86d,train,2d35f86d,typewell,native,data/raw/train/2d35f86d__typewell.csv,1747,1747,1747,11178.9,12051.84,94.50940469376073,32.78911204118333
typewell:train:2d9f6cb9,train,2d9f6cb9,typewell,native,data/raw/train/2d9f6cb9__typewell.csv,1123,1123,1123,12187.95,12748.95,72.95365983971504,25.894752396084986
typewell:train:2ddad940,train,2ddad940,typewell,native,data/raw/train/2ddad940__typewell.csv,1551,1551,1551,11096.45,11871.45,88.99025789813025,27.600757183392798
typewell:train:2e29e833,train,2e29e833,typewell,native,data/raw/train/2e29e833__typewell.csv,3980,3980,1989,11331.35,12325.65,82.22955778894473,26.05008419831158
typewell:train:2e43c2ea,train,2e43c2ea,typewell,native,data/raw/train/2e43c2ea__typewell.csv,1836,1836,1796,10433.81,11350.94,123.49985838779956,34.07409600093008
typewell:train:2e63d9de,train,2e63d9de,typewell,native,data/raw/train/2e63d9de__typewell.csv,1845,1845,1829,11731.09,12652.570000000002,91.89467208672086,31.01443396748306
typewell:train:2ee0235b,train,2ee0235b,typewell,native,data/raw/train/2ee0235b__typewell.csv,1849,1849,1849,10442.45,11366.45,82.42686857760951,28.14272290387088
typewell:train:2f19d536,train,2f19d536,typewell,native,data/raw/train/2f19d536__typewell.csv,1294,1294,1294,11720.45,12366.95,82.60207109737247,28.01840069716852
typewell:train:2f8e53c3,train,2f8e53c3,typewell,native,data/raw/train/2f8e53c3__typewell.csv,3039,3039,1520,11397.45,12156.95,77.9757946692991,30.616597690062296
typewell:train:2fa01aa6,train,2fa01aa6,typewell,native,data/raw/train/2fa01aa6__typewell.csv,1878,1878,1850,11936.34,12874.68,89.34007987220448,29.291459863245773
typewell:train:2fd68f7b,train,2fd68f7b,typewell,native,data/raw/train/2fd68f7b__typewell.csv,1782,1782,1782,10066.1,10956.570000000002,70.83100448933783,28.84618365776076
typewell:train:2fe023be,train,2fe023be,typewell,native,data/raw/train/2fe023be__typewell.csv,2077,2077,2077,10553.95,11591.95,85.97523350987001,29.481698874351412
typewell:train:30d75030,train,30d75030,typewell,native,data/raw/train/30d75030__typewell.csv,1448,1448,1448,10297.83,11021.27,79.72401243093924,33.81612346101759
typewell:train:310c71a5,train,310c71a5,typewell,native,data/raw/train/310c71a5__typewell.csv,1956,1956,1956,10388.95,11366.45,84.43346625766873,28.656714751646703
typewell:train:32fe84c9,train,32fe84c9,typewell,native,data/raw/train/32fe84c9__typewell.csv,1723,1723,1723,11418.45,12279.45,86.25139291932673,27.528587912235306
typewell:train:33c40295,train,33c40295,typewell,native,data/raw/train/33c40295__typewell.csv,1977,1977,1977,10603.95,11591.95,85.17596358118361,29.971162884481853
typewell:train:3407f5bf,train,3407f5bf,typewell,native,data/raw/train/3407f5bf__typewell.csv,1529,1529,1529,10381.37,11145.28,73.67321124918247,26.008504967215448
typewell:train:3417285d,train,3417285d,typewell,native,data/raw/train/3417285d__typewell.csv,1006,1006,1006,11782.62,12285.1,63.92459244532803,19.930977442464542
typewell:train:347242c8,train,347242c8,typewell,native,data/raw/train/347242c8__typewell.csv,1884,1884,1884,11240.45,12181.95,79.56392250530786,23.764211096535558
typewell:train:353e5502,train,353e5502,typewell,native,data/raw/train/353e5502__typewell.csv,879,879,879,10341.45,11219.45,124.00372013651878,31.48891983712218
typewell:train:357c12f9,train,357c12f9,typewell,native,data/raw/train/357c12f9__typewell.csv,2172,2172,2172,9796.17,10881.6,90.5627946593002,28.680705686924934
typewell:train:3584a6eb,train,3584a6eb,typewell,native,data/raw/train/3584a6eb__typewell.csv,1833,1833,1833,11450.95,12366.95,92.12238952536825,28.465112254756257
typewell:train:35b30c7f,train,35b30c7f,typewell,native,data/raw/train/35b30c7f__typewell.csv,3179,3179,1590,10341.95,11136.45,84.85177728845548,33.77672150352024
typewell:train:35b3ef6a,train,35b3ef6a,typewell,native,data/raw/train/35b3ef6a__typewell.csv,1498,1498,1498,10133.16,10881.6,78.42925901201602,24.955751071320492
typewell:train:367456ce,train,367456ce,typewell,native,data/raw/train/367456ce__typewell.csv,1725,1725,1725,10159.33,11021.27,87.99668405797101,36.414191261600365
typewell:train:368131f9,train,368131f9,typewell,native,data/raw/train/368131f9__typewell.csv,1354,1354,1354,11375.4,12051.84,85.61670605612998,31.54671713227057
typewell:train:368fe682,train,368fe682,typewell,native,data/raw/train/368fe682__typewell.csv,1263,1263,1263,10741.45,11372.45,88.69469517022961,23.32393037193699
typewell:train:3690a146,train,3690a146,typewell,native,data/raw/train/3690a146__typewell.csv,1965,1965,1965,10384.45,11366.45,84.57980661577608,28.672492053766266
typewell:train:37344c2a,train,37344c2a,typewell,native,data/raw/train/37344c2a__typewell.csv,1692,1692,1692,10299.9,11145.28,76.13949172576831,25.877622364150124
typewell:train:373ef48b,train,373ef48b,typewell,native,data/raw/train/373ef48b__typewell.csv,1502,1502,1502,10615.95,11366.45,73.95713049267643,24.23726707506284
typewell:train:374be387,train,374be387,typewell,native,data/raw/train/374be387__typewell.csv,1955,1955,1955,9868.45,10845.45,83.53049104859335,27.375257822220416
typewell:train:37d36812,train,37d36812,typewell,native,data/raw/train/37d36812__typewell.csv,1755,1755,1755,11489.95,12366.95,91.57094017094018,28.888670879013535
typewell:train:38991fd4,train,38991fd4,typewell,native,data/raw/train/38991fd4__typewell.csv,3812,3812,1904,10380.28,11331.96,88.1035388247639,33.80444853578155
typewell:train:389ae58f,train,389ae58f,typewell,native,data/raw/train/389ae58f__typewell.csv,1972,1972,1972,10885.95,11871.45,93.2038742393509,26.07815773112623
