episode_id,well,rows,episode_sse,actual_mean_error_ft,actual_rmse_ft,current_mean_error_ft,current_rmse_ft,exact_mean_position_mean_error_ft,exact_mean_position_rmse_ft,boundary_normalized_mean_error_ft,boundary_normalized_rmse_ft,exact_mean_plus_boundary_mean_error_ft,exact_mean_plus_boundary_rmse_ft,momentum_one_mean_error_ft,momentum_one_rmse_ft,exact_mean_plus_momentum_one_mean_error_ft,exact_mean_plus_momentum_one_rmse_ft,boundary_plus_momentum_one_mean_error_ft,boundary_plus_momentum_one_rmse_ft,all_three_corrections_mean_error_ft,all_three_corrections_rmse_ft,position_quantization_episode_mean_effect_ft,position_quantization_onset_effect_ft,position_quantization_preceding128_effect_change_ft,position_quantization_episode_sign_matches_actual,position_quantization_onset_sign_matches_actual,position_quantization_episode_anchor_safe_fraction,position_quantization_onset_anchor_safe,rate_boundary_episode_mean_effect_ft,rate_boundary_onset_effect_ft,rate_boundary_preceding128_effect_change_ft,rate_boundary_episode_sign_matches_actual,rate_boundary_onset_sign_matches_actual,rate_boundary_episode_anchor_safe_fraction,rate_boundary_onset_anchor_safe,rate_mean_reversion_episode_mean_effect_ft,rate_mean_reversion_onset_effect_ft,rate_mean_reversion_preceding128_effect_change_ft,rate_mean_reversion_episode_sign_matches_actual,rate_mean_reversion_onset_sign_matches_actual,rate_mean_reversion_episode_anchor_safe_fraction,rate_mean_reversion_onset_anchor_safe,all_transition_components_episode_mean_effect_ft,all_transition_components_onset_effect_ft,all_transition_components_preceding128_effect_change_ft,all_transition_components_episode_sign_matches_actual,all_transition_components_onset_sign_matches_actual,all_transition_components_episode_anchor_safe_fraction,all_transition_components_onset_anchor_safe
0498acab:000,0498acab,278,35377.465595750655,-11.261519784172764,11.280827562209774,3.169793280799901,3.311981363730943,31.2495964065989,31.333962740565987,3.1426528466395376,3.286020861207621,31.017237901389798,31.10141108736479,2.7118140088189144,2.8912285348959843,22.885843613721622,22.976363605677466,1.2052420858050197,1.4855169993993438,15.463213992325109,15.524883914553696,-28.079803125799,-24.744571501752944,-4.1479586196383025,True,True,1.0,True,0.027140434160363505,0.030981413588961004,-0.004441585717358976,False,False,1.0,True,0.4579792719809866,0.6872010889910598,-0.29544629661540966,False,False,1.0,True,-12.293420711525208,-10.562672649783053,-2.5922146775010333,True,True,1.0,True
059c8f24:000,059c8f24,293,67888.23761975138,-15.045462457338038,15.221710471953676,77.41578002890098,77.48208554934382,200.93856052807595,201.01151934153162,77.7836082358057,77.84998190201208,200.78186367695213,200.85487946024614,91.12094022857555,91.18863346627302,195.31950189598737,195.39456858151837,99.03000095812087,99.10788064801248,181.48556947792108,181.56810717110906,-123.52278049917497,-127.27498773460684,2.958794013255101,True,True,0.0,False,-0.3678282069047056,-0.38349394383476465,0.01216143240162637,True,True,0.0,False,-13.705160199674559,-14.22657790597259,0.40416995724990556,True,True,0.0,False,-104.06978944902006,-107.92580619355249,3.056996131537744,True,True,0.0,False
05a0ee4d:000,05a0ee4d,287,37155.848026748594,11.358712543553795,11.378175825264007,-13.444035212922923,13.541976441812846,-86.95788101680111,86.98250089246083,-13.069873104383946,13.169368914043394,-85.34085085334465,85.36588277849157,-12.079286353095485,12.150612926090044,-60.86801183872119,60.90069338895244,5.767833872801099,5.961500113351931,-8.539331397318088,8.619390276010327,73.51384580387818,68.09128440809945,4.337287013060632,True,True,0.0,False,-0.37416210853897697,-0.39651999805391824,0.016114498874230776,False,False,1.0,True,-1.3647488598274382,-2.120778690208681,0.5471142764799879,False,False,1.0,True,-4.904703815604834,-8.223061564329328,2.3097528354737733,False,False,1.0,True
05a0ee4d:001,05a0ee4d,445,56288.003823251376,-11.234428089887778,11.246772702959083,-36.29414123024231,36.305065612258886,-126.20108119643298,126.27157425076821,-35.984294415488215,35.995296400966915,-124.56973493913142,124.64112462937992,-37.02572449685826,37.040525240088414,-99.54746902017818,99.63513235302923,-16.69627210820535,16.72781154630478,-36.969064384211904,37.09390115717155,89.90693996619069,83.55323089428202,-0.08139889275480527,False,False,0.0,False,-0.3098468147540945,-0.33680839570479293,-0.0007420105575874913,True,True,1.0,True,0.7315832666159479,-0.15387798486699467,-0.03171394071978284,False,True,1.0,True,0.6749231539695879,-3.5373581053918315,-1.4444785404975846,False,True,1.0,True
084d66f9:000,084d66f9,713,1147993.0776084906,36.24009957924244,40.12590768934824,43.57014711255705,45.50470321450563,101.17434323228692,102.6297728368368,43.63160187820016,45.568343345750854,100.8504250639457,102.31027493583731,46.390581599621896,48.36366151461269,90.34076159413067,91.95809034981905,43.397999181938026,45.57677163630703,69.70382395913963,71.5787777187654,-57.60419611972987,-52.26099360875742,-1.5307090289752523,False,False,0.27349228611500703,True,-0.061454765643101116,-0.040698242522921646,-0.005449189726277837,False,False,1.0,True,-2.820434487064843,-2.145196632200168,-0.1752799552432407,False,False,1.0,True,-26.133676846582564,-22.545816463783922,-0.806138033129173,False,False,1.0,True
08fecf00:000,08fecf00,1658,300726.5013797421,13.390917671893671,13.467704778552914,21.802399737049015,22.005106304002204,48.766731743557436,49.5281332511264,21.712454384813537,21.91649293259774,48.303764008503535,49.06405733510397,19.786203747296312,20.049422727278902,34.74517903893985,35.543488680796,14.442644630699595,14.596858134081248,16.223371333601875,16.47661322932287,-26.96433200650842,-14.956066362394267,-2.4461537484712608,False,False,1.0,True,0.08994535223548014,0.09133237096830271,0.005349096960344468,True,True,1.0,True,2.0161959897526986,2.4664335809611657,0.011285564756690292,True,True,1.0,True,5.57902840344714,5.576417612968726,-0.1487485591951554,True,True,1.0,True
08fecf00:001,08fecf00,246,43065.22173924936,13.146388211382012,13.23109507897281,51.78512791464071,51.829617236085035,133.8271922070311,133.87484677961592,51.894537038040234,51.93916926013611,133.29929609135192,133.34713887035736,56.39158357559769,56.43995430067079,117.82314046011962,117.87720236891708,50.599466669871425,50.66024983869182,78.82292741198532,78.89518513423778,-82.04206429239038,-79.78839813704326,-2.128672073384223,False,False,0.0,False,-0.10940912339952123,-0.10037272072986525,-0.008441887926892377,False,False,1.0,True,-4.606455660956981,-4.308284313976401,-0.2779290321213921,False,False,1.0,True,-27.03779949734461,-25.12878205260131,-1.742911804238247,False,False,1.0,True
09053135:000,09053135,2792,1186981.539321516,-20.38964971346719,20.618842219794583,6.413422602653284,12.178461328765216,42.25329931142155,48.849127004374246,6.331354138954832,12.140737745574667,41.85154158853336,48.44291368097182,4.7724946911633515,12.017285353358181,29.616591223051884,36.74679783284274,0.12237082229375637,9.011205113828648,13.718120147188648,19.099520235218083,-35.83987670876826,-7.510654290752427,-2.6466380718666187,True,True,0.910458452722063,True,0.08206846369845455,0.0247234596972703,0.01249839772208361,False,False,1.0,True,1.6409279114899329,1.3328613670983032,0.37975738105888013,False,False,1.0,True,-7.304697544535365,-1.5258488055769703,-0.5011099145631306,True,True,1.0,True
09441b8d:000,09441b8d,716,103898.94486475136,-11.988943435754267,12.046171930990921,-21.784231988787614,21.987776235658767,-86.39880303514886,86.68830408209469,-21.778404992823774,21.984077975921124,-85.87832581009337,86.1693523637069,-22.972760331102,23.23626496038392,-70.78061887263746,71.12295243278419,-15.962826748410137,16.32796477845183,-41.960605042788885,42.317686520262086,64.61457104636125,58.002812486724,-0.06559356495199609,False,False,0.0,False,-0.005826995963842459,-0.030660946471471107,-0.0013912296253693057,True,True,1.0,True,1.1885283423143795,0.38172724901778565,-0.05009927702121786,False,False,1.0,True,20.17637305400127,16.484321940391965,-1.2651354959216405,False,False,1.0,True
09441b8d:001,09441b8d,1851,701356.5972215094,-19.25828254997312,19.46553003786582,-48.6028248949779,49.73781324002131,-137.71237653933986,139.44968806011144,-48.696993780674376,49.83945204315885,-137.18539117463743,138.92915342188925,-53.06844053605666,54.423917939190815,-121.77710456866293,123.72784749427979,-46.79462614524619,48.53254540353918,-86.03746854265019,88.25315019097644,89.10955164436196,73.19467491761861,3.6040248145327496,False,False,0.0,False,0.09416888569647937,0.02969356427092862,0.015334323144998052,False,False,1.0,True,4.465615641078766,2.3545375333123957,0.505071469297036,False,False,1.0,True,37.434643647672296,26.104659871651165,2.7469656542762095,False,False,0.46731496488384655,True
09ec2ca9:000,09ec2ca9,2162,324965.7671390063,-12.223706290471906,12.260013882427712,-27.733306074722126,28.399561687758986,-72.88964394153454,74.77076258627855,-27.84086538879792,28.5131218211853,-72.74159741810276,74.62464887198408,-31.6794660509455,32.540755794726856,-67.60148119925518,69.5662488586409,-33.604607175780416,34.60658087388576,-59.23984356549975,61.0036812676145,45.15633786681242,24.94173890651109,2.127633120955579,False,False,0.877890841813136,True,0.10755931407578985,0.033865695162603515,0.005631751486362191,False,False,1.0,True,3.9461599762233655,1.4567735838227236,0.20894954542745836,False,False,1.0,True,31.506537490777617,15.555626268240303,1.4373739210241183,False,False,1.0,True
0c1b160c:000,0c1b160c,233,26554.641591249547,-10.669452789699486,10.675599226580426,2.2488965321879677,2.3918747651329975,41.42737881722499,41.49571715728769,2.1854282555281697,2.3336834727228877,40.943947751948514,41.01280459844303,1.3209601003715328,1.6322387312027813,26.95448516871546,27.048113349052834,-3.81914513541207,3.914296794298974,7.38646998765274,7.547410194795379,-39.17848228503703,-36.20937894684721,-3.765859209024711,True,True,1.0,True,0.06346827665979793,0.0715543306159816,-0.009638154868298443,False,False,1.0,True,0.9279364318164349,1.2212700551699527,-0.3679921937164181,False,False,1.0,True,-5.137573455464772,-3.6398530910464615,-2.0405797740040725,True,True,1.0,True
0c1b160c:001,0c1b160c,211,22877.737963249583,10.409869668246351,10.412746919234447,50.287431229825344,50.29439721560538,128.35022842197762,128.36277069234959,50.365484975854905,50.372500795031165,127.82276402899761,127.83535716021538,54.00010849917329,54.00859284252231,112.38732781572259,112.40156993213316,47.51495088842826,47.52559908911011,76.00275168510068,76.01856803609827,-78.06279719215227,-76.37805808714438,-3.2257314110138395,False,False,0.0,False,-0.07805374602956026,-0.07141289606261125,-0.013379168292885879,False,False,1.0,True,-3.712677269347947,-3.495287301742792,-0.441212437397553,False,False,1.0,True,-25.715320455275332,-24.459292812183776,-2.668969515718345,False,False,1.0,True
0dc5e64d:000,0dc5e64d,486,72944.50468475168,-12.209359053498083,12.25118661295366,14.193548777384047,14.450599356301009,49.44195304264349,49.875157827364106,14.227511830425007,14.485593355557548,49.350671231857326,49.78304376505454,16.18184839118917,16.47336901812335,45.617244360754526,46.0449092773421,16.809873765092394,17.121162310533414,42.850392402333064,43.22665802658653,-35.24840426525944,-27.535689186579475,-5.111016384062168,True,True,1.0,True,-0.033963053040960076,-0.016441871519418783,-0.009119720138187404,True,True,1.0,True,-1.9882996138051234,-1.2094137850617699,-0.49893117001192877,True,True,1.0,True,-28.65684362494902,-22.47474043836337,-4.270659694548158,True,True,1.0,True
0dc5e64d:001,0dc5e64d,162,19253.4737564998,10.891580246913522,10.901770655961531,61.69330566942434,61.69659547095878,162.07974588200432,162.08355319069992,61.9905859619731,61.993775516459564,161.92391814080904,161.92772859664126,72.76873717709059,72.76962193363175,156.52412404287585,156.5280372963325,79.8065976902141,79.80666121857409,145.5151536768456,145.5186909392519,-100.38644021257997,-97.24859248896792,-5.208090586695107,False,False,0.0,False,-0.29728029254875976,-0.2819192765873595,-0.02854741606824973,False,False,1.0,True,-11.07543150766625,-10.556263127855345,-0.9805082149123336,False,False,0.15432098765432098,True,-83.82184800742128,-80.85189859075217,-4.925903446757729,False,False,0.0,False
0dc835f3:000,0dc835f3,131,14913.745161249944,10.664980916030515,10.669835186651428,-1.8706878477303772,1.9095477926275126,-20.4917614047611,20.5150784486467,-1.792894060359408,1.832828518884508,-20.22740802507374,20.25041723328066,0.25702120438267273,0.42792383077862184,-10.996415248803958,11.018284055786298,2.174024497323965,2.1861453857150743,-4.984863146664835,4.992028559078974,18.621073557030723,17.128490956871246,3.356587407473853,True,True,1.0,True,-0.07779378737096931,-0.07286589336945326,-0.010843871314136777,False,False,1.0,True,-2.12770905211305,-2.0865483403649705,-0.09996309183770791,False,False,1.0,True,3.1141752989344575,2.8475707844463614,0.9158068376818846,True,True,1.0,True
0dc835f3:001,0dc835f3,183,21386.166480749027,10.803336065573523,10.810379165829989,-7.631400738412221,7.680210571786572,-35.76287877930046,35.83050218589478,-7.531581896409949,7.581127395387781,-35.35753749483365,35.425326545878995,-5.444332060978287,5.524388100060317,-23.16480956753946,23.249229339305437,-1.6111579522957336,1.799916618920906,-10.74298548237874,10.827896860676315,28.131478040888236,25.586313269330276,3.5081527798774914,True,True,1.0,True,-0.0998188420022724,-0.10153639521013247,6.152920468593948e-05,False,False,1.0,True,-2.187068677433935,-2.338088888383936,0.16022907953993126,False,False,1.0,True,3.111584743966519,2.051117495953804,1.3283141095344035,True,True,1.0,True
0dc835f3:002,0dc835f3,477,82712.44637474883,13.09973689727454,13.168194830094627,-21.14557113880403,21.362694387055654,-69.79621352271857,70.14959805153042,-21.093306721657356,21.312717656576375,-69.30675343451605,69.6617316128533,-20.932169025367166,21.218675237628368,-55.156075397594094,55.57248213603065,-15.493676300698745,15.84380672365452,-34.59695256590755,35.01442921473301,48.650642383914544,40.6297027913879,5.035744963099205,True,True,0.8406708595387841,True,-0.0522644171466768,-0.07789836517622462,0.014489515691820998,False,False,1.0,True,-0.213402113436866,-1.153625904538785,0.5751986461928027,False,False,1.0,True,13.45138142710352,8.37654713847951,3.292842762775763,True,True,1.0,True
0dd99dc5:000,0dd99dc5,525,115242.08255075169,-14.764050476190588,14.815826965380584,-83.4311659890586,83.44614282940204,-218.5157483837321,218.54139129332432,-83.64633972549522,83.66138482088952,-217.73179952342184,217.75753471758864,-93.11267435987541,93.12962761757235,-198.0962994769761,198.1245745241859,-86.53212563593982,86.55417904911535,-143.13667515692694,143.17045134499944,135.0845823946735,131.61974025822747,2.227898947765425,False,False,0.0,False,0.21517373643663068,0.20158201869526238,0.008876562866134918,False,False,1.0,True,9.681508370816799,9.232703368406874,0.293546240989599,False,False,0.0,False,59.70550916786837,56.69324969178524,1.9807120081532048,False,False,0.0,False
0e5e560d:000,0e5e560d,2689,557325.9491865125,-14.153448121978597,14.39657655767772,-20.711361235520197,22.11095188888526,-38.08857415571027,44.80933578324661,-20.319099871632393,21.710671269487765,-36.931410543133055,43.61163199315881,-15.911312434033137,17.467242149883695,-20.09348292734391,26.509925345290863,-7.6685021733781475,8.445063431280653,3.142218479261223,5.561465872576654,17.37721292019008,-6.068022190816919,-3.350805259133267,False,True,1.0,True,-0.39226136388780375,-0.039354433512926335,-0.035278608282169444,True,True,1.0,True,-4.800048801487059,-0.8211134815264813,-0.6458776084273268,True,True,1.0,True,-23.853579714781418,-8.170386410894935,-5.13453172429945,True,True,1.0,True
109d9d70:000,109d9d70,2679,1094433.2109150137,-20.030939156401768,20.21195277690892,-47.33182532783834,50.33199135411605,-102.63057627654864,108.49973719961702,-46.84227426166415,49.88621042860765,-101.06091887883322,106.99382682174445,-42.96421531577709,46.92180941797963,-77.59975860556713,84.5654800342518,-25.19534139675355,29.44937062405035,-31.247295555033748,38.16304453336963,55.298750948710286,20.560561235501154,1.5842182664127904,False,False,0.3658081373646883,True,-0.4895510661741832,-0.5211147002737562,-0.01793364509831008,True,True,1.0,True,-4.367610012061253,-6.929636762548398,-0.2162409582233522,True,True,1.0,True,-16.084529772804583,-22.8336505674215,-2.249224733432129,True,True,1.0,True
10a1281a:000,10a1281a,3087,774389.6578620134,-15.494479429867331,15.838405487632741,-43.47346786052174,44.54204748270391,-107.05561684355095,109.65007409640835,-43.19613462442216,44.2763871145985,-106.01938467378447,108.6371281294073,-38.09553357960454,39.88831280072457,-65.70697447504283,69.4892791395083,-10.522890356008219,13.504904476339933,8.458794422178746,13.655326150321288,63.582148983029214,36.31349856353336,4.600597583323179,False,False,0.3624878522837707,True,-0.27733323609959026,-0.3142725354900904,0.0037040907009213697,True,True,1.0,True,-5.377934280917196,-8.856628403422292,0.4696033680920664,True,True,1.0,True,-51.93226228270048,-49.40291413950035,0.990252002107809,True,True,1.0,True
113011eb:000,113011eb,1866,2224378.117111483,33.952270632368574,34.526176573186504,34.52084528010382,35.57519093201951,84.19655904379711,87.1878756118441,34.47208053567573,35.537127728182895,83.72002289551642,86.71718150312589,34.252763980994075,35.69107147481084,69.82238927001808,73.08413298021433,29.11181426713056,30.555874851967726,49.44786875627173,52.03331791575247,-49.6757137636933,-23.557027110657145,-2.369752748771134,False,False,0.5969989281886388,True,0.048764744428095065,0.10184265180396324,0.0041421317218919285,True,True,1.0,True,0.2680812991097464,2.5939541836705757,-0.010741776113718515,True,True,1.0,True,-14.927023476167914,-1.5450281661560439,-0.12736846688494552,False,False,1.0,True
1131525f:000,1131525f,195,23256.810939999617,10.908671794871704,10.920883532398062,20.3993135001282,20.40281198519864,67.38415640478138,67.39648671351289,20.415559831397648,20.419083390494468,67.06429198745863,67.07666739654954,21.509268607001502,21.513864892791798,56.71988416550082,56.73392891205146,18.04700382363779,18.05278520872797,38.46216830153506,38.47424987520625,-46.98484290465317,-45.57696370431586,1.9229733923457388,False,False,1.0,True,-0.016246331269445736,-0.011070838198065758,0.008432033464487176,False,False,1.0,True,-1.1099551068732978,-0.9419030321569153,0.282924620230915,False,False,1.0,True,-18.062854801406857,-17.232149447456322,2.73134991185907,False,False,1.0,True
11d0f5ac:000,11d0f5ac,3537,2154349.551780273,-24.532942182640788,24.679738597723958,-48.61143972406277,50.47794591828741,-87.38878645765384,94.20362240402389,-48.5454584285963,50.433513770466284,-86.89181213755845,93.72876463146538,-47.467367820318344,50.10017404712764,-72.38363343513907,80.02212768783684,-39.71946094491616,42.626742715121395,-46.19153795810732,53.06188839968208,38.77734673359108,8.334602716016889,-1.815623109076114,False,False,0.7478088775798699,True,-0.06598129546647778,-0.12812068057610304,-0.02027291643935314,True,True,1.0,True,-1.1440719037444265,-3.6824592032280634,-0.5278626507624722,True,True,1.0,True,-2.4199017659554554,-12.637032766566335,-4.097341102929931,True,True,1.0,True
12203f2a:000,12203f2a,210,51169.15842475095,-15.545097619047764,15.609697600065182,-36.458724387848385,36.50326652761512,-99.15937044729093,99.17926069621515,-36.29958606629304,36.3443381224394,-98.38723997585885,98.40726270851077,-34.62420552155306,34.67147898188763,-79.33433973928068,79.35813240758871,-22.764381458994034,22.822303318627178,-42.65298378072251,42.67705657152173,62.70064605944254,62.4286127050691,0.26011335070325003,False,False,0.0,False,-0.15913832155534433,-0.15938827381069132,-0.00022756379257771187,True,True,1.0,True,-1.8345188662953227,-1.8374928155699308,-0.0127874801382859,True,True,1.0,True,6.194259392874128,7.042985367013898,-1.2005723976180889,False,False,1.0,True
122bd617:000,122bd617,2076,1455414.989466016,-25.607104527938496,26.477668904377406,-49.613189495514135,51.16698047031229,-109.1970704711205,111.38824195873616,-49.38254639817388,50.95177962584247,-108.07682013957428,110.28803885355894,-48.31144152978304,50.19889699860499,-85.7081661036232,88.38312374416167,-31.4182652655322,33.72826869623491,-37.61779395288443,40.706380069464174,59.58388097560635,44.401998284638466,2.3803851426891924,False,False,0.27215799614643543,True,-0.23064309734025087,-0.2802098713982559,0.004761913303809706,True,True,1.0,True,-1.3017479657310982,-2.9348613438942266,0.1856815967566945,True,True,1.0,True,-11.995395542629701,-13.8660498455356,0.11099146700871643,True,True,1.0,True
