well_a,well_b,th_ft,matched_rows,a_to_b_index_spearman,xy_matched_gr_corr,xy_matched_gr_slope_corr,min_xy_dist_ft,min_run_250ft
2e43c2ea,b4f37e6e,500,1040,-0.9916674118626705,-0.12413553986062793,0.009418430695453173,49.391831308261125,1692
9af1ffd0,9d3ec64c,100,689,-0.9994892362659555,-0.697936673598547,0.020549039700435368,59.22413190578583,893
9af1ffd0,9d3ec64c,250,860,-0.9954416417779357,-0.7106845990162242,0.019529122197083488,59.22413190578583,893
9af1ffd0,9d3ec64c,500,1097,-0.9728234944066583,-0.6236739910753919,0.018529832059700112,59.22413190578583,893
c2c4db09,cb879f40,100,904,-0.9999622374822393,-0.025166267545244803,0.02133381236088706,59.39303157766356,1405
c2c4db09,cb879f40,250,1028,-0.9983358077742989,-0.04679187632607378,0.02116046039615016,59.39303157766356,1405
c2c4db09,cb879f40,500,1199,-0.990075576953103,-0.0221919803436841,0.0209271580371185,59.39303157766356,1405
c3957531,e5864244,100,169,-0.9994864675156709,0.3732408078076705,-0.0573015958904258,75.36658477049615,1046
c3957531,e5864244,250,954,-0.9994305684640293,0.37895142254866004,0.021089576033859084,75.36658477049615,1046
c3957531,e5864244,500,1201,-0.9900657808665995,0.35805411300392553,0.02072584592012936,75.36658477049615,1046
8c167025,ef04658e,100,303,-0.7336577859943673,0.8033904003555183,0.03286365013707167,76.06231261276365,620
8c167025,ef04658e,250,548,-0.8557922036926604,0.7191854263720017,0.021473904050714546,76.06231261276365,620
8c167025,ef04658e,500,808,-0.7836187758785824,0.7064782850179373,0.020181895051469157,76.06231261276365,620
2acc78d4,9b9e3b49,100,439,-0.9991579484784443,0.026450660004672364,-0.0031398721785172857,77.06220149984756,1348
2acc78d4,9b9e3b49,250,659,-0.9995121595295762,0.019424424598500495,-0.01950556376162625,77.06220149984756,1348
2acc78d4,9b9e3b49,500,753,-0.9903614755353309,0.2018966911477091,-0.01786731141051201,77.06220149984756,1348
bd6f0e19,cbb406b5,100,285,-0.9999905394380048,0.13950603844749176,-0.1026598442603898,82.57203945605377,1734
bd6f0e19,cbb406b5,250,877,-0.9998643131469106,-0.15935681919261063,-0.06279964490181703,82.57203945605377,1734
bd6f0e19,cbb406b5,500,877,-0.9998643131469106,-0.15935681919261063,-0.06279964490181703,82.57203945605377,1734
6d1d74e1,98bc6f66,100,197,-0.9999741009802736,-0.10821710427965842,-0.14926820036518304,82.69572238043624,858
6d1d74e1,98bc6f66,250,490,-0.9984780150402891,0.006963256087945069,-0.0951932725341929,82.69572238043624,858
6d1d74e1,98bc6f66,500,665,-0.9802880949288492,0.0576105584065857,-0.08692761193127654,82.69572238043624,858
3bbe1f5d,4caa7289,100,122,-0.9859263913101499,0.28350910813684155,-0.12163410828621958,91.3255999157236,736
3bbe1f5d,4caa7289,250,767,-0.9814437946515023,-0.003025744351844883,-0.0072207248460685,91.3255999157236,736
3bbe1f5d,4caa7289,500,1024,-0.9419548894220473,-0.07885784055954752,-0.007124424200980882,91.3255999157236,736
593876b6,da940160,250,757,-0.999627929880552,0.36688103617753465,0.005259199066673536,92.81781941006824,1046
593876b6,da940160,500,979,-0.9939798438884027,0.4269874624296012,-0.0008187386154816745,92.81781941006824,1046
5a5269a9,d60430e6,250,583,-0.9988065530989931,0.10968917954410527,-0.02746490833691887,93.0302509939609,972
5a5269a9,d60430e6,500,713,-0.9881256438372096,0.1297056172650967,-0.026672859128890874,93.0302509939609,972
05a0ee4d,bffe3082,250,253,-0.9096086480757639,-0.6817131905424206,-0.0895992327308167,94.19902759564906,733
05a0ee4d,bffe3082,500,253,-0.9096086480757639,-0.6817131905424206,-0.0895992327308167,94.19902759564906,733
4654e7de,8d5d46d7,100,242,-0.9953893236692847,0.3335299209999281,0.043097237956795965,95.7053028833786,1243
4654e7de,8d5d46d7,250,1069,-0.9994715790458121,-0.03205524425717173,0.013470803587760002,95.7053028833786,1243
4654e7de,8d5d46d7,500,1375,-0.9865304788880505,-0.003211361952114611,0.013184229163516862,95.7053028833786,1243
06df5958,b32e4903,100,156,-0.9998593253457942,0.38413735587233167,-0.09805951157527643,97.455040916266,1184
06df5958,b32e4903,250,907,-0.9999911383736124,0.16351421947372238,0.0010035564539075976,97.455040916266,1184
06df5958,b32e4903,500,907,-0.9999911383736124,0.16351421947372238,0.0010035564539075976,97.455040916266,1184
203721ab,c42fe306,100,130,-0.9999044048860575,-0.2545855568593636,0.10230276554071224,98.94353187557331,1381
203721ab,c42fe306,250,672,-0.9987037960949029,-0.0019742542823241492,0.014490470508558121,98.94353187557331,1381
203721ab,c42fe306,500,672,-0.9987037960949029,-0.0019742542823241492,0.014490470508558121,98.94353187557331,1381
10a1281a,be83e781,250,841,-0.9965307421344047,-0.004115445542890922,-0.05379681987493505,102.7032005343106,906
10a1281a,be83e781,500,1099,-0.9722636359056271,-0.14089011407836757,-0.05227878974789185,102.7032005343106,906
efde6ac3,fae0c593,250,701,-0.9982674468566678,-0.017011872928556254,-0.0369601039739296,106.20407007284804,1235
efde6ac3,fae0c593,500,832,-0.9896340168725436,0.03324772692093477,-0.03570386316685031,106.20407007284804,1235
d085e611,fae0c593,250,701,-0.9982674468566678,-0.017011872928556257,-0.036960103973929584,106.20407007284804,1235
d085e611,fae0c593,500,832,-0.9896340168725436,0.033247726920934764,-0.035703863166850314,106.20407007284804,1235
18d24f7b,884ecb5f,250,948,-0.9999112570684848,0.18878628709875384,-0.10369755602054709,106.4586492494401,1049
18d24f7b,884ecb5f,500,1102,-0.9992657092811807,0.20211230161814914,-0.09716422824267176,106.4586492494401,1049
8bb9c1e6,d2f3b1ab,250,1222,-0.9958596847184039,0.4579884622478882,0.01437952497191145,106.91961092348436,1315
8bb9c1e6,d2f3b1ab,500,1457,-0.9879340906873355,0.4922037959286165,0.013616650196322489,106.91961092348436,1315
060ab2b8,ebe69318,250,628,-0.9990011667686882,0.0709432037909058,-0.027987824650637354,107.18900036872466,1410
060ab2b8,ebe69318,500,711,-0.9797087354352195,0.04668774236290713,-0.0255124152458087,107.18900036872466,1410
0be01c24,da940160,250,951,-0.9710589779641702,0.08100910104176769,0.0246242775438653,107.29520865364636,1080
0be01c24,da940160,500,1205,-0.9574786233169468,-0.0374032823211191,0.024072704543629208,107.29520865364636,1080
aee6393a,e97032ad,250,383,-0.9999652904656596,0.046144456811604236,0.05561344406394355,107.65157918034942,1003
aee6393a,e97032ad,500,495,-0.9979803473847229,0.26903385139503055,0.04979669296097657,107.65157918034942,1003
aee6393a,e7c36e81,250,383,-0.9999652904656596,0.046144456811604236,0.05561344406394356,107.65157918034942,1003
aee6393a,e7c36e81,500,495,-0.9979803473847229,0.2690338513950308,0.049796692960976566,107.65157918034942,1003
5def1ce5,bb2cdd83,250,848,-0.9947069899510986,-0.0654336141118246,0.01652546245969342,111.49822061392,952
5def1ce5,bb2cdd83,500,1103,-0.9691518842258362,-0.031977007472454806,0.01590336360572503,111.49822061392,952
8612b37f,9d072e4c,250,558,-0.999458736328946,-0.1089875350677997,-0.09894693007738331,111.7389761899032,1278
8612b37f,9d072e4c,500,704,-0.9881000650940022,-0.003128978596416544,-0.09363948934505467,111.7389761899032,1278
09053135,cd7f1687,250,601,-0.9826033057364161,-0.7136976818397437,-0.12839598156206738,112.79148061815266,907
09053135,cd7f1687,500,813,-0.9366080655033114,-0.6034043162470085,-0.11267633576204752,112.79148061815266,907
3690a146,a692b17e,250,564,-0.9852028349821074,0.20936373200626388,0.015839029480029992,113.71263474208736,1675
3690a146,a692b17e,500,564,-0.9852028349821074,0.20936373200626388,0.015839029480029992,113.71263474208736,1675
19871e7f,df73b8f3,250,365,0.24887768555023923,-0.4850238176794707,-0.103635248396678,117.98413791685014,540
19871e7f,df73b8f3,500,659,0.4577492217264797,-0.5167880382991393,-0.06333766160348384,117.98413791685014,540
c908edd0,c9e980e8,250,516,-0.9993642819698065,-0.5718139447520595,-0.0380654390298921,119.08453635969636,629
c908edd0,c9e980e8,500,773,-0.9957836796785249,-0.3596677886939558,-0.031183101613248866,119.08453635969636,629
4f3eb9e9,6dbe4b60,250,403,-0.9241465485243976,0.5116997694462551,-0.05916733055100785,119.11325073210432,523
4f3eb9e9,6dbe4b60,500,643,-0.8078029372205376,0.5830348361439951,-0.057140092671018855,119.11325073210432,523
4fbe9c06,521a7819,250,533,-0.9976519483164534,0.0810239302861305,-0.028680317866612525,124.31443439918492,1173
4fbe9c06,521a7819,500,668,-0.980956832178895,0.0543479664591665,-0.02712839162925965,124.31443439918492,1173
13f598d9,41fb0192,250,1207,-0.9988119025193523,-0.40749631775768985,-0.03137471155392516,125.27710165853756,2292
13f598d9,41fb0192,500,2085,-0.9977838443472854,-0.16962304686086807,-0.014551604268794935,125.27710165853756,2292
df8290be,f03f10fe,250,687,-0.9996740329109796,0.0035279681825873452,0.016201774636077103,126.49008893998754,1765
df8290be,f03f10fe,500,779,-0.996986685542016,0.07366587473150031,0.015826945997506163,126.49008893998754,1765
198a5607,9b5b61c1,250,937,-0.9942182736694621,0.019579204080911444,-0.011733114697095355,127.41467929551796,1588
198a5607,9b5b61c1,500,1108,-0.9544098500355365,0.04407114950347526,-0.010945994646423483,127.41467929551796,1588
c2c4db09,c8d9680c,250,854,-0.9998410271280997,-0.018995711078719002,-0.016151005818070573,130.3228000004425,1144
c2c4db09,c8d9680c,500,1033,-0.9942273352309058,-0.045320966590584245,-0.0159623905261781,130.3228000004425,1144
7d50373e,fb3848a1,250,606,-0.9999059154756115,-0.028725251460547253,0.03418434482734902,132.7499483995091,1176
7d50373e,fb3848a1,500,653,-0.9997916063633244,-0.07555298281030749,0.03174827903808195,132.7499483995091,1176
d24ff243,e737965a,250,651,-0.9998111812655675,-0.07877519100955684,-0.05555207639554874,135.092472402848,1189
d24ff243,e737965a,500,696,-0.9998117175104205,-0.03191691671864837,-0.055794481801105536,135.092472402848,1189
29de15c8,cbe51de1,250,809,-0.9791191092741631,0.15859133232207895,0.030286888220510358,137.1414897104011,747
29de15c8,cbe51de1,500,1069,-0.9355784702834644,0.1554308635096041,0.028977670820855807,137.1414897104011,747
1131525f,8a9c8932,250,835,-0.9992272265331389,0.17586447560270033,-0.03522273328382327,137.8491189670692,1052
1131525f,8a9c8932,500,1051,-0.9869415345819622,0.19900837560025164,-0.03378999987596158,137.8491189670692,1052
6a0ff78e,bb2cdd83,250,717,-0.9964624375364634,-0.0785350237575969,-0.06757774969959458,138.61952279523527,774
6a0ff78e,bb2cdd83,500,996,-0.9628633031448729,0.03291591795423821,-0.06586498706936185,138.61952279523527,774
b32e4903,be83e781,250,788,-0.990791237748776,-0.14948882973384844,0.06537022583393164,138.74392995725134,898
b32e4903,be83e781,500,1059,-0.9528673465506956,0.1808664018947805,0.062338047849269045,138.74392995725134,898
044af7d1,e730c32b,250,496,-0.9996612290060172,-0.033762783696205244,0.03662080985334232,139.3075310240269,868
044af7d1,e730c32b,500,523,-0.9997031752879136,0.01398884916711245,0.03346922450312302,139.3075310240269,868
3d96d897,c9578d27,250,953,-0.9968692160374415,0.01925029569759164,0.027793260303408576,139.96925126609392,1325
3d96d897,c9578d27,500,953,-0.9968692160374415,0.01925029569759164,0.027793260303408576,139.96925126609392,1325
6a0ff78e,b585b4fa,250,800,-0.9867328892627449,0.09640715092082663,-0.023335975835802214,141.3381282598039,877
6a0ff78e,b585b4fa,500,1062,-0.9463761264793467,0.11396903719175246,-0.02280683273283627,141.3381282598039,877
06df5958,264feceb,250,1043,-0.9986929509064746,-0.24250031600324773,-0.021481672140291924,141.46419370298509,1131
06df5958,264feceb,500,1280,-0.9868211963920953,-0.1397113808224655,-0.02067861126509266,141.46419370298509,1131
633774dc,a612d5a0,250,1151,-0.9973691572076085,0.2679071345502121,-0.007912233649915426,144.7549767713128,1437
633774dc,a612d5a0,500,1316,-0.9826969755080563,0.19716875981827053,-0.007696177927837621,144.7549767713128,1437
764072a5,8a89da23,250,799,-0.9998698829403857,-0.13000264468907152,-0.029962302843444682,146.06363442017283,1605
764072a5,8a89da23,500,933,-0.998798088740796,-0.05505894105411439,-0.029074769019846868,146.06363442017283,1605
54a7e3c2,a4f989c2,250,1153,-0.9994372856849217,0.03927811674704931,0.016780732725756618,147.19883049785184,1418
54a7e3c2,a4f989c2,500,1339,-0.9814044322126325,0.0008851368571487202,0.015915310731043603,147.19883049785184,1418
54a7e3c2,d011f41b,250,1153,-0.9994372856849217,0.03927811674704936,0.01678073272575665,147.19883049785184,1418
54a7e3c2,d011f41b,500,1339,-0.9814044322126325,0.000885136857148749,0.01591531073104365,147.19883049785184,1418
85380836,fbd68d27,250,1198,-0.9999949906037834,0.04960249583008979,-0.016076025593653075,148.03206814744604,2337
85380836,fbd68d27,500,1381,-0.9997140226506317,0.1768695925366043,-0.01490847027776236,148.03206814744604,2337
8a89da23,e14d641e,250,489,-0.9999802956554776,0.11614448538368784,0.07160960694186948,148.1426248588804,1547
8a89da23,e14d641e,500,489,-0.9999802956554776,0.11614448538368784,0.07160960694186948,148.1426248588804,1547
8d5d46d7,d6c320d9,250,1066,-0.9998891105325018,-0.06504572833644999,0.012959895735287072,148.63579010455885,1171
8d5d46d7,d6c320d9,500,1385,-0.999660652947256,-0.20344397738773928,0.012002763326362655,148.63579010455885,1171
1b1c5372,5bd25f59,250,497,-0.9995473914360403,0.07596218146152384,0.07802490000496803,150.55832424693415,609
1b1c5372,5bd25f59,500,497,-0.9995473914360403,0.07596218146152384,0.07802490000496803,150.55832424693415,609
4fbe9c06,8f201368,250,417,-0.9999773274134134,-0.036902412302873173,0.03365110051934267,151.12266342272306,1729
4fbe9c06,8f201368,500,417,-0.9999773274134134,-0.036902412302873173,0.03365110051934267,151.12266342272306,1729
56b00794,999daf80,250,313,-0.9996113252545967,-0.30119550651634797,0.058412751206581674,151.13272378927712,586
56b00794,999daf80,500,482,-0.9998905545183983,-0.1678569206430715,0.0726026454758226,151.13272378927712,586
d00e7eb9,d90aa14c,250,410,-0.969739561970701,-0.05390110925715038,-0.04625462130813393,152.07876511855267,1525
d00e7eb9,d90aa14c,500,410,-0.969739561970701,-0.05390110925715038,-0.04625462130813393,152.07876511855267,1525
1a518997,7c607683,250,998,-0.9998616660060369,-0.18248942887759922,0.01899132551360881,152.39657345251726,1772
1a518997,7c607683,500,998,-0.9998616660060369,-0.18248942887759922,0.01899132551360881,152.39657345251726,1772
7d50373e,91abc4c7,250,530,-0.9999792443220353,-0.09512942994423138,0.005912879099346134,152.5743061593394,1132
7d50373e,91abc4c7,500,530,-0.9999792443220353,-0.09512942994423138,0.005912879099346134,152.5743061593394,1132
1a68190b,a6b8ac67,250,647,-0.9375776855962947,0.6278459455858202,0.020514329035885993,153.24988874377297,791
1a68190b,a6b8ac67,500,952,-0.9516935101306857,0.6874952552894349,0.01807873486251244,153.24988874377297,791
cdc60a53,eeed308d,250,269,-0.999817654622315,-0.016907421084477757,0.01258895371791814,154.32541624752125,906
cdc60a53,eeed308d,500,269,-0.999817654622315,-0.016907421084477757,0.01258895371791814,154.32541624752125,906
62a6f539,aee6393a,250,396,-0.9983893465726643,-0.1450956634470649,-0.055231143361870336,154.6662358111682,808
62a6f539,aee6393a,500,488,-0.9959915715988964,-0.06370884857777921,-0.05328321419943083,154.6662358111682,808
ce8399b7,ff8bb73a,250,3189,-0.9999822240168491,-0.12081922864889097,0.015737333955302503,156.10988213446822,3103
ce8399b7,ff8bb73a,500,3218,-0.9999826978536573,-0.11849354156837896,0.015655740792510833,156.10988213446822,3103
511e1db0,ff8bb73a,250,3749,-0.9999984038420275,-0.10806364428185326,0.013757497737801066,156.13893076357266,3878
511e1db0,ff8bb73a,500,5074,-0.9999993324938106,-0.0912915048555459,0.010159052667175638,156.13893076357266,3878
3ef98781,cbe51de1,250,638,-0.9897657515494284,0.0858484096539917,0.059327635594785176,156.6621003943183,741
3ef98781,cbe51de1,500,911,-0.9390641021022177,0.09394179691914022,0.05698996517672418,156.6621003943183,741
633774dc,9b5b61c1,250,886,-0.9995419663472495,-0.1935850530622444,-0.02451101268591811,158.36243557099493,1336
633774dc,9b5b61c1,500,1126,-0.9996203813930519,-0.10988106888832803,-0.039572036724669524,158.36243557099493,1336
995ff498,e6c55748,250,529,-0.999699337434998,-0.01760877153660142,0.004761766091599993,160.56764306663578,749
995ff498,e6c55748,500,702,-0.9982782606995925,-0.009560820863445275,0.004841377507033932,160.56764306663578,749
0a57a29c,3bbe1f5d,250,528,-0.9973973693003882,-0.10141851238993715,0.12142594626524321,161.30715607162756,730
0a57a29c,3bbe1f5d,500,670,-0.9895259231464036,-0.06134718486249002,0.11775772351499575,161.30715607162756,730
09441b8d,1a518997,250,1077,-0.9999044967640071,-0.07168683223084482,0.012593084172992972,164.57083885050506,1740
09441b8d,1a518997,500,1124,-0.9998794399428604,-0.044982307705456914,0.014727940180615287,164.57083885050506,1740
56b00794,865033f8,250,224,-0.9996518719253095,0.11188809789915996,-0.04778248512337769,165.5360027308274,827
56b00794,865033f8,500,224,-0.9996518719253095,0.11188809789915996,-0.04778248512337769,165.5360027308274,827
198a5607,a4f989c2,250,1302,-0.9993807926671362,-0.3356983498537674,0.0365472417665925,167.26843695073092,1301
198a5607,a4f989c2,500,1511,-0.9993885957836954,-0.3326907427610627,0.035250454780624337,167.26843695073092,1301
198a5607,d011f41b,250,1302,-0.9993807926671362,-0.3356983498537674,0.03654724176659252,167.26843695073092,1301
198a5607,d011f41b,500,1511,-0.9993885957836954,-0.3326907427610628,0.03525045478062433,167.26843695073092,1301
729f4217,85380836,250,465,-0.9999744586578125,-0.06924239632175778,0.015521952689698974,169.9425352878153,1442
729f4217,85380836,500,465,-0.9999744586578125,-0.06924239632175778,0.015521952689698974,169.9425352878153,1442
0be01c24,4ed93db6,250,648,-0.9631823062413305,-0.8029047459955898,-0.01663832583003475,170.5223862133397,691
0be01c24,4ed93db6,500,944,-0.9810988791918054,-0.7278338619549077,-0.014073918455704052,170.5223862133397,691
e45a2a62,f9fc81aa,250,689,-0.9993367079268817,0.12480863222222108,0.03585275456575225,170.73409647773994,1219
e45a2a62,f9fc81aa,500,782,-0.9955685953278712,0.07079310119493962,0.03543487836167607,170.73409647773994,1219
c9578d27,d2f3b1ab,250,811,-0.9996349464644277,-0.09872177090911487,0.015852179294827178,175.84520522330698,1148
c9578d27,d2f3b1ab,500,1016,-0.9944439202180888,-0.08124069890535543,0.015308210548226852,175.84520522330698,1148
29b24409,eeed308d,250,290,-0.9994143116614319,-0.3939481843387421,0.05013759610698575,176.64040449444352,818
29b24409,eeed308d,500,290,-0.9994143116614319,-0.3939481843387421,0.05013759610698575,176.64040449444352,818
e7d0c1de,eb06a4e7,250,1973,-0.9997017903085014,0.09547036885451304,0.0006935315655663185,176.7295665698144,1916
e7d0c1de,eb06a4e7,500,5690,-0.9993275027588959,0.1359060311203669,0.003661788647398308,176.7295665698144,1916
445af6c2,f6824bb0,250,795,-0.9908689326226435,-0.19270781684404123,0.07460124177693435,178.577587899581,1087
445af6c2,f6824bb0,500,795,-0.9908689326226435,-0.19270781684404123,0.07460124177693435,178.577587899581,1087
01982c1d,7256229b,250,183,-0.9850917934312876,-0.4587879833556572,0.03643150104811952,178.59003555628922,668
01982c1d,7256229b,500,183,-0.9850917934312876,-0.4587879833556572,0.03643150104811952,178.59003555628922,668
729f4217,8f201368,250,461,-0.9999852099083745,-0.11166957644949502,-0.07447051014599107,182.6031861715176,1399
729f4217,8f201368,500,461,-0.9999852099083745,-0.11166957644949502,-0.07447051014599107,182.6031861715176,1399
865033f8,e85074c5,250,291,-0.9945459719844557,0.2845243155194777,-0.1289711416843046,194.0759091182236,768
865033f8,e85074c5,500,489,-0.9650513236770714,0.264198645192081,-0.1226063139530923,194.0759091182236,768
203721ab,4f4ac5ce,250,643,-0.9983399428880316,-0.23026655923079656,0.04030956607962809,196.99733120028293,1236
203721ab,4f4ac5ce,500,643,-0.9983399428880316,-0.23026655923079656,0.04030956607962809,196.99733120028293,1236
ebe69318,fb3848a1,250,631,-0.999179484054285,0.06976336543621378,-0.05292621308409325,205.1009509970736,1343
ebe69318,fb3848a1,500,631,-0.999179484054285,0.06976336543621378,-0.05292621308409325,205.1009509970736,1343
1a730ac2,45fb3e21,250,1263,-0.9999807343881754,0.11701855525916656,-0.011212353710478221,208.19246408087108,2166
1a730ac2,45fb3e21,500,2108,-0.996526063336832,0.18229351660290097,0.0031179032390780776,208.19246408087108,2166
01982c1d,ee288beb,250,1337,-0.9999991476906844,-0.12549265483698252,-0.0023442986682338197,220.8324835706792,1431
01982c1d,ee288beb,500,3090,-0.9999987427978029,-0.01682376169311682,0.0033743356416923672,220.8324835706792,1431
3bfee975,ed6436d6,250,474,-0.9999977463906335,0.2218597716360519,0.02385036810577752,222.9526194060154,1315
3bfee975,ed6436d6,500,2079,-0.9967615588512031,0.1449897416411662,-0.01359014111617486,222.9526194060154,1315
1590af81,1a730ac2,250,692,-0.9999955910639775,-0.2421409187710247,-0.09246661211942299,228.27294473970807,681
1590af81,1a730ac2,500,2960,-0.9999997596236331,-0.14020140760763034,-0.034120413159242066,228.27294473970807,681
