id,tvt
000d7d20_1555,11748.595703125
000d7d20_1556,11748.611328125
000d7d20_1557,11748.6025390625
000d7d20_1558,11748.6240234375
000d7d20_1559,11748.6162109375
000d7d20_1560,11748.6630859375
000d7d20_1561,11748.6396484375
000d7d20_1562,11748.6494140625
000d7d20_1563,11748.59375
000d7d20_1564,11748.55078125
000d7d20_1565,11748.626953125
000d7d20_1566,11748.6142578125
000d7d20_1567,11748.654296875
000d7d20_1568,11748.6259765625
000d7d20_1569,11748.626953125
000d7d20_1570,11748.7314453125
000d7d20_1571,11748.66796875
000d7d20_1572,11748.6748046875
000d7d20_1573,11748.64453125
000d7d20_1574,11748.685546875
000d7d20_1575,11748.666015625
000d7d20_1576,11748.6552734375
000d7d20_1577,11748.6396484375
000d7d20_1578,11748.6201171875
000d7d20_1579,11748.591796875
000d7d20_1580,11748.6220703125
000d7d20_1581,11748.5771484375
000d7d20_1582,11748.6015625
000d7d20_1583,11748.6689453125
000d7d20_1584,11748.9072265625
000d7d20_1585,11748.9228515625
000d7d20_1586,11748.7353515625
000d7d20_1587,11748.7412109375
000d7d20_1588,11748.732421875
000d7d20_1589,11748.837890625
000d7d20_1590,11748.8408203125
000d7d20_1591,11748.8291015625
000d7d20_1592,11748.8408203125
000d7d20_1593,11748.8681640625
000d7d20_1594,11748.890625
000d7d20_1595,11748.896484375
000d7d20_1596,11748.876953125
000d7d20_1597,11748.912109375
000d7d20_1598,11748.900390625
000d7d20_1599,11748.880859375
000d7d20_1600,11748.923828125
000d7d20_1601,11748.923828125
000d7d20_1602,11748.8857421875
000d7d20_1603,11748.91796875
000d7d20_1604,11748.8876953125
000d7d20_1605,11748.8173828125
000d7d20_1606,11748.8759765625
000d7d20_1607,11748.8798828125
000d7d20_1608,11748.83203125
000d7d20_1609,11748.8564453125
000d7d20_1610,11748.8232421875
000d7d20_1611,11748.861328125
000d7d20_1612,11748.865234375
000d7d20_1613,11748.826171875
000d7d20_1614,11748.818359375
000d7d20_1615,11748.849609375
000d7d20_1616,11748.8212890625
000d7d20_1617,11748.8603515625
000d7d20_1618,11748.837890625
000d7d20_1619,11748.87109375
000d7d20_1620,11748.833984375
000d7d20_1621,11748.8369140625
000d7d20_1622,11748.818359375
000d7d20_1623,11748.81640625
000d7d20_1624,11748.7890625
000d7d20_1625,11748.8232421875
000d7d20_1626,11748.7880859375
000d7d20_1627,11748.8193359375
000d7d20_1628,11748.8134765625
000d7d20_1629,11748.7216796875
000d7d20_1630,11748.7490234375
000d7d20_1631,11748.619140625
000d7d20_1632,11748.587890625
000d7d20_1633,11748.5693359375
000d7d20_1634,11748.5234375
000d7d20_1635,11748.560546875
000d7d20_1636,11748.5166015625
000d7d20_1637,11748.5166015625
000d7d20_1638,11748.462890625
000d7d20_1639,11748.4423828125
000d7d20_1640,11748.46875
000d7d20_1641,11748.4609375
000d7d20_1642,11748.4609375
000d7d20_1643,11748.4228515625
000d7d20_1644,11748.4072265625
000d7d20_1645,11748.4013671875
000d7d20_1646,11748.3759765625
000d7d20_1647,11748.3955078125
000d7d20_1648,11748.3525390625
000d7d20_1649,11748.365234375
000d7d20_1650,11748.3154296875
000d7d20_1651,11748.3095703125
000d7d20_1652,11748.2734375
000d7d20_1653,11748.2822265625
000d7d20_1654,11748.2509765625
000d7d20_1655,11748.1845703125
000d7d20_1656,11748.2021484375
000d7d20_1657,11748.1591796875
000d7d20_1658,11748.20703125
000d7d20_1659,11748.2177734375
000d7d20_1660,11748.2041015625
000d7d20_1661,11748.1689453125
000d7d20_1662,11748.1953125
000d7d20_1663,11748.1865234375
000d7d20_1664,11748.1484375
000d7d20_1665,11748.1494140625
000d7d20_1666,11748.1015625
000d7d20_1667,11748.1220703125
000d7d20_1668,11748.1005859375
000d7d20_1669,11748.13671875
000d7d20_1670,11748.09375
000d7d20_1671,11748.1572265625
000d7d20_1672,11748.1328125
000d7d20_1673,11748.1279296875
000d7d20_1674,11748.1455078125
000d7d20_1675,11748.197265625
000d7d20_1676,11748.1650390625
000d7d20_1677,11748.2080078125
000d7d20_1678,11748.1513671875
000d7d20_1679,11748.1796875
000d7d20_1680,11748.162109375
000d7d20_1681,11748.177734375
000d7d20_1682,11748.1591796875
000d7d20_1683,11748.2001953125
000d7d20_1684,11748.158203125
000d7d20_1685,11748.1796875
000d7d20_1686,11748.16796875
000d7d20_1687,11748.17578125
000d7d20_1688,11748.154296875
000d7d20_1689,11748.1650390625
000d7d20_1690,11748.1328125
000d7d20_1691,11748.1943359375
000d7d20_1692,11748.1513671875
000d7d20_1693,11748.3642578125
000d7d20_1694,11748.3349609375
000d7d20_1695,11748.30859375
000d7d20_1696,11748.3544921875
000d7d20_1697,11748.36328125
000d7d20_1698,11748.357421875
000d7d20_1699,11748.3623046875
000d7d20_1700,11748.361328125
000d7d20_1701,11748.328125
000d7d20_1702,11748.3359375
000d7d20_1703,11748.3330078125
000d7d20_1704,11748.2783203125
000d7d20_1705,11748.2724609375
000d7d20_1706,11748.2490234375
000d7d20_1707,11748.2275390625
000d7d20_1708,11748.212890625
000d7d20_1709,11748.2138671875
000d7d20_1710,11748.19921875
000d7d20_1711,11748.146484375
000d7d20_1712,11748.146484375
000d7d20_1713,11748.11328125
000d7d20_1714,11748.1396484375
000d7d20_1715,11748.1494140625
000d7d20_1716,11748.1474609375
000d7d20_1717,11748.146484375
000d7d20_1718,11748.1572265625
000d7d20_1719,11748.140625
000d7d20_1720,11748.130859375
000d7d20_1721,11748.068359375
000d7d20_1722,11748.1044921875
000d7d20_1723,11748.0927734375
000d7d20_1724,11748.08984375
000d7d20_1725,11748.06640625
000d7d20_1726,11748.037109375
000d7d20_1727,11748.0751953125
000d7d20_1728,11748.07421875
000d7d20_1729,11748.0791015625
000d7d20_1730,11748.07421875
000d7d20_1731,11748.0888671875
000d7d20_1732,11748.0654296875
000d7d20_1733,11748.048828125
000d7d20_1734,11747.96875
000d7d20_1735,11747.935546875
000d7d20_1736,11747.8916015625
000d7d20_1737,11747.9423828125
000d7d20_1738,11747.919921875
000d7d20_1739,11747.9248046875
000d7d20_1740,11747.939453125
000d7d20_1741,11747.8740234375
000d7d20_1742,11747.89453125
000d7d20_1743,11747.8564453125
000d7d20_1744,11747.8515625
000d7d20_1745,11747.7890625
000d7d20_1746,11747.8173828125
000d7d20_1747,11747.8115234375
000d7d20_1748,11747.7900390625
000d7d20_1749,11747.814453125
000d7d20_1750,11747.81640625
000d7d20_1751,11747.8203125
000d7d20_1752,11747.8271484375
000d7d20_1753,11747.8466796875
000d7d20_1754,11747.859375
000d7d20_1755,11747.9189453125
000d7d20_1756,11747.921875
000d7d20_1757,11747.9267578125
000d7d20_1758,11747.9228515625
000d7d20_1759,11747.92578125
000d7d20_1760,11747.91796875
000d7d20_1761,11747.9287109375
000d7d20_1762,11747.9228515625
000d7d20_1763,11747.9228515625
000d7d20_1764,11747.89453125
000d7d20_1765,11747.9052734375
000d7d20_1766,11747.9775390625
000d7d20_1767,11747.9951171875
000d7d20_1768,11748.044921875
000d7d20_1769,11748.0224609375
000d7d20_1770,11748.076171875
000d7d20_1771,11748.1396484375
000d7d20_1772,11748.123046875
000d7d20_1773,11748.1328125
000d7d20_1774,11748.15234375
000d7d20_1775,11748.1640625
000d7d20_1776,11748.1806640625
000d7d20_1777,11748.1513671875
000d7d20_1778,11748.1416015625
000d7d20_1779,11748.126953125
000d7d20_1780,11748.232421875
000d7d20_1781,11748.220703125
000d7d20_1782,11748.236328125
000d7d20_1783,11748.2314453125
000d7d20_1784,11748.248046875
000d7d20_1785,11748.2744140625
000d7d20_1786,11748.28515625
000d7d20_1787,11748.298828125
000d7d20_1788,11748.3173828125
000d7d20_1789,11748.310546875
000d7d20_1790,11748.3173828125
000d7d20_1791,11748.3896484375
000d7d20_1792,11748.3583984375
000d7d20_1793,11748.365234375
000d7d20_1794,11748.3359375
000d7d20_1795,11748.3251953125
000d7d20_1796,11748.337890625
000d7d20_1797,11748.345703125
000d7d20_1798,11748.3701171875
000d7d20_1799,11748.3203125
000d7d20_1800,11748.19140625
000d7d20_1801,11748.1826171875
000d7d20_1802,11748.1953125
000d7d20_1803,11748.0771484375
000d7d20_1804,11748.046875
000d7d20_1805,11748.046875
000d7d20_1806,11748.0341796875
000d7d20_1807,11748.0224609375
000d7d20_1808,11747.9873046875
000d7d20_1809,11747.998046875
000d7d20_1810,11747.984375
000d7d20_1811,11747.8974609375
000d7d20_1812,11747.9052734375
000d7d20_1813,11747.9599609375
000d7d20_1814,11747.9404296875
000d7d20_1815,11747.94921875
000d7d20_1816,11747.984375
000d7d20_1817,11747.982421875
000d7d20_1818,11747.9755859375
000d7d20_1819,11747.9736328125
000d7d20_1820,11747.9775390625
000d7d20_1821,11747.9560546875
000d7d20_1822,11747.955078125
000d7d20_1823,11747.935546875
000d7d20_1824,11747.9609375
000d7d20_1825,11747.9501953125
000d7d20_1826,11748.0263671875
000d7d20_1827,11747.865234375
000d7d20_1828,11747.9111328125
000d7d20_1829,11747.9404296875
000d7d20_1830,11747.9013671875
000d7d20_1831,11747.935546875
000d7d20_1832,11747.9267578125
000d7d20_1833,11747.986328125
000d7d20_1834,11748.01953125
000d7d20_1835,11748.0087890625
000d7d20_1836,11748.0078125
000d7d20_1837,11748.001953125
000d7d20_1838,11747.9970703125
000d7d20_1839,11748.0185546875
000d7d20_1840,11748.0166015625
000d7d20_1841,11748.0185546875
000d7d20_1842,11748.02734375
000d7d20_1843,11748.03125
000d7d20_1844,11748.0234375
000d7d20_1845,11748.0263671875
000d7d20_1846,11748.0390625
000d7d20_1847,11748.03515625
000d7d20_1848,11748.0380859375
000d7d20_1849,11748.0341796875
000d7d20_1850,11748.0517578125
000d7d20_1851,11748.03515625
000d7d20_1852,11748.0380859375
000d7d20_1853,11748.0390625
000d7d20_1854,11748.044921875
000d7d20_1855,11748.03515625
000d7d20_1856,11748.0380859375
000d7d20_1857,11748.013671875
000d7d20_1858,11748.02734375
000d7d20_1859,11748.037109375
000d7d20_1860,11748.048828125
000d7d20_1861,11748.0517578125
000d7d20_1862,11748.056640625
000d7d20_1863,11748.046875
000d7d20_1864,11748.0283203125
000d7d20_1865,11748.052734375
000d7d20_1866,11748.064453125
000d7d20_1867,11748.2373046875
000d7d20_1868,11748.2412109375
000d7d20_1869,11748.2255859375
000d7d20_1870,11748.208984375
000d7d20_1871,11748.212890625
000d7d20_1872,11748.2216796875
000d7d20_1873,11748.2119140625
000d7d20_1874,11748.2001953125
000d7d20_1875,11748.1533203125
000d7d20_1876,11748.177734375
000d7d20_1877,11748.177734375
000d7d20_1878,11748.1630859375
000d7d20_1879,11748.177734375
000d7d20_1880,11748.19140625
000d7d20_1881,11748.1513671875
000d7d20_1882,11748.1943359375
000d7d20_1883,11748.1728515625
000d7d20_1884,11748.154296875
000d7d20_1885,11748.11328125
000d7d20_1886,11748.1240234375
000d7d20_1887,11748.103515625
000d7d20_1888,11748.12890625
000d7d20_1889,11748.0615234375
000d7d20_1890,11748.0302734375
000d7d20_1891,11748.0048828125
000d7d20_1892,11748.0087890625
000d7d20_1893,11747.9970703125
000d7d20_1894,11747.966796875
000d7d20_1895,11747.9736328125
000d7d20_1896,11747.9677734375
000d7d20_1897,11747.9462890625
000d7d20_1898,11747.94140625
000d7d20_1899,11747.9384765625
000d7d20_1900,11747.927734375
000d7d20_1901,11747.96875
000d7d20_1902,11747.9609375
000d7d20_1903,11747.94140625
000d7d20_1904,11747.966796875
000d7d20_1905,11747.9794921875
000d7d20_1906,11747.982421875
000d7d20_1907,11747.96875
000d7d20_1908,11747.951171875
000d7d20_1909,11747.9599609375
000d7d20_1910,11747.9736328125
000d7d20_1911,11747.9814453125
000d7d20_1912,11747.962890625
000d7d20_1913,11747.9775390625
000d7d20_1914,11747.9501953125
000d7d20_1915,11747.9716796875
000d7d20_1916,11747.974609375
000d7d20_1917,11748.060546875
000d7d20_1918,11748.1025390625
000d7d20_1919,11748.04296875
000d7d20_1920,11747.96875
000d7d20_1921,11747.9326171875
000d7d20_1922,11747.935546875
000d7d20_1923,11747.9189453125
000d7d20_1924,11747.9365234375
000d7d20_1925,11747.9345703125
000d7d20_1926,11747.9521484375
000d7d20_1927,11747.9658203125
000d7d20_1928,11748.001953125
000d7d20_1929,11747.982421875
000d7d20_1930,11747.9658203125
000d7d20_1931,11747.935546875
000d7d20_1932,11747.8681640625
000d7d20_1933,11747.9443359375
000d7d20_1934,11748.087890625
000d7d20_1935,11748.3349609375
000d7d20_1936,11748.3544921875
000d7d20_1937,11748.5390625
000d7d20_1938,11748.5888671875
000d7d20_1939,11748.5966796875
000d7d20_1940,11748.5927734375
000d7d20_1941,11748.6064453125
000d7d20_1942,11748.5849609375
000d7d20_1943,11748.6982421875
000d7d20_1944,11748.9072265625
000d7d20_1945,11748.955078125
000d7d20_1946,11748.9716796875
000d7d20_1947,11748.98828125
000d7d20_1948,11748.998046875
000d7d20_1949,11749.0224609375
000d7d20_1950,11749.037109375
000d7d20_1951,11749.0771484375
000d7d20_1952,11749.2822265625
000d7d20_1953,11749.3056640625
000d7d20_1954,11749.3203125
000d7d20_1955,11749.30859375
000d7d20_1956,11749.33984375
000d7d20_1957,11749.34375
000d7d20_1958,11749.232421875
000d7d20_1959,11749.2646484375
000d7d20_1960,11749.2587890625
000d7d20_1961,11749.212890625
000d7d20_1962,11749.16015625
000d7d20_1963,11748.9716796875
000d7d20_1964,11748.841796875
000d7d20_1965,11748.806640625
000d7d20_1966,11748.744140625
000d7d20_1967,11748.701171875
000d7d20_1968,11748.732421875
000d7d20_1969,11748.7431640625
000d7d20_1970,11748.7392578125
000d7d20_1971,11748.73046875
000d7d20_1972,11748.7236328125
000d7d20_1973,11748.7021484375
000d7d20_1974,11748.693359375
000d7d20_1975,11748.6884765625
000d7d20_1976,11748.634765625
000d7d20_1977,11748.619140625
000d7d20_1978,11748.6171875
000d7d20_1979,11748.595703125
000d7d20_1980,11748.5556640625
000d7d20_1981,11748.5576171875
000d7d20_1982,11748.5703125
000d7d20_1983,11748.5732421875
000d7d20_1984,11748.560546875
000d7d20_1985,11748.5478515625
000d7d20_1986,11748.5751953125
000d7d20_1987,11748.4697265625
000d7d20_1988,11748.3828125
000d7d20_1989,11748.4072265625
000d7d20_1990,11748.3916015625
000d7d20_1991,11748.3779296875
000d7d20_1992,11748.3583984375
000d7d20_1993,11748.3291015625
000d7d20_1994,11748.3232421875
000d7d20_1995,11748.3095703125
000d7d20_1996,11748.29296875
000d7d20_1997,11748.287109375
000d7d20_1998,11748.2783203125
000d7d20_1999,11748.28515625
000d7d20_2000,11748.27734375
000d7d20_2001,11748.24609375
000d7d20_2002,11748.09375
000d7d20_2003,11748.1005859375
000d7d20_2004,11748.1044921875
000d7d20_2005,11748.13671875
000d7d20_2006,11748.09375
000d7d20_2007,11748.189453125
000d7d20_2008,11748.2119140625
000d7d20_2009,11748.287109375
000d7d20_2010,11748.36328125
000d7d20_2011,11748.3076171875
000d7d20_2012,11748.5791015625
000d7d20_2013,11748.7138671875
000d7d20_2014,11748.7353515625
000d7d20_2015,11748.6904296875
000d7d20_2016,11748.6875
000d7d20_2017,11748.7509765625
000d7d20_2018,11748.80859375
000d7d20_2019,11748.8408203125
000d7d20_2020,11748.8134765625
000d7d20_2021,11748.8447265625
000d7d20_2022,11748.8203125
000d7d20_2023,11748.78125
000d7d20_2024,11748.8330078125
000d7d20_2025,11748.8046875
000d7d20_2026,11748.8046875
000d7d20_2027,11748.7998046875
000d7d20_2028,11748.7880859375
000d7d20_2029,11748.8291015625
000d7d20_2030,11748.779296875
000d7d20_2031,11748.8056640625
000d7d20_2032,11748.7978515625
000d7d20_2033,11748.7783203125
000d7d20_2034,11748.78515625
000d7d20_2035,11748.8056640625
000d7d20_2036,11748.78515625
000d7d20_2037,11748.8310546875
000d7d20_2038,11748.86328125
000d7d20_2039,11748.88671875
000d7d20_2040,11748.9404296875
000d7d20_2041,11748.935546875
000d7d20_2042,11748.9287109375
000d7d20_2043,11748.931640625
000d7d20_2044,11748.9482421875
000d7d20_2045,11748.9140625
000d7d20_2046,11748.9169921875
000d7d20_2047,11748.9296875
000d7d20_2048,11748.9306640625
000d7d20_2049,11748.9775390625
000d7d20_2050,11749.0625
000d7d20_2051,11749.044921875
000d7d20_2052,11749.091796875
000d7d20_2053,11749.1318359375
000d7d20_2054,11749.1513671875
000d7d20_2055,11749.123046875
000d7d20_2056,11749.1416015625
000d7d20_2057,11749.154296875
000d7d20_2058,11749.1015625
000d7d20_2059,11749.1064453125
000d7d20_2060,11749.142578125
000d7d20_2061,11749.1240234375
000d7d20_2062,11749.16015625
000d7d20_2063,11749.15234375
000d7d20_2064,11749.169921875
000d7d20_2065,11749.2197265625
000d7d20_2066,11749.16796875
000d7d20_2067,11749.15234375
000d7d20_2068,11749.1611328125
000d7d20_2069,11749.181640625
000d7d20_2070,11749.1689453125
000d7d20_2071,11749.1494140625
000d7d20_2072,11749.3427734375
000d7d20_2073,11749.37109375
000d7d20_2074,11749.359375
000d7d20_2075,11749.3603515625
000d7d20_2076,11749.349609375
000d7d20_2077,11749.3740234375
000d7d20_2078,11749.3671875
000d7d20_2079,11749.3720703125
000d7d20_2080,11749.3818359375
000d7d20_2081,11749.3486328125
000d7d20_2082,11749.36328125
000d7d20_2083,11749.359375
000d7d20_2084,11749.298828125
000d7d20_2085,11749.2939453125
000d7d20_2086,11749.328125
000d7d20_2087,11749.318359375
000d7d20_2088,11749.35546875
000d7d20_2089,11749.302734375
000d7d20_2090,11749.3701171875
000d7d20_2091,11749.3466796875
000d7d20_2092,11749.333984375
000d7d20_2093,11749.3466796875
000d7d20_2094,11749.283203125
000d7d20_2095,11749.337890625
000d7d20_2096,11749.2607421875
000d7d20_2097,11749.3310546875
000d7d20_2098,11749.3193359375
000d7d20_2099,11749.2646484375
000d7d20_2100,11749.248046875
000d7d20_2101,11749.2998046875
000d7d20_2102,11749.2568359375
000d7d20_2103,11749.240234375
000d7d20_2104,11749.2109375
000d7d20_2105,11749.2666015625
000d7d20_2106,11749.205078125
000d7d20_2107,11749.248046875
000d7d20_2108,11749.259765625
000d7d20_2109,11749.1796875
000d7d20_2110,11749.078125
000d7d20_2111,11749.166015625
000d7d20_2112,11749.16015625
000d7d20_2113,11749.1455078125
000d7d20_2114,11749.1474609375
000d7d20_2115,11749.2119140625
000d7d20_2116,11749.1572265625
000d7d20_2117,11749.150390625
000d7d20_2118,11749.134765625
000d7d20_2119,11749.1494140625
000d7d20_2120,11749.169921875
000d7d20_2121,11749.1162109375
000d7d20_2122,11749.1650390625
000d7d20_2123,11749.2490234375
000d7d20_2124,11749.275390625
000d7d20_2125,11749.3232421875
000d7d20_2126,11749.2197265625
000d7d20_2127,11749.2412109375
000d7d20_2128,11749.248046875
000d7d20_2129,11749.2353515625
000d7d20_2130,11749.294921875
000d7d20_2131,11749.2822265625
000d7d20_2132,11749.251953125
000d7d20_2133,11749.2783203125
000d7d20_2134,11749.255859375
000d7d20_2135,11749.2744140625
000d7d20_2136,11749.287109375
000d7d20_2137,11749.3251953125
000d7d20_2138,11749.306640625
000d7d20_2139,11749.240234375
000d7d20_2140,11749.228515625
000d7d20_2141,11749.2421875
000d7d20_2142,11749.2763671875
000d7d20_2143,11749.2685546875
000d7d20_2144,11749.2880859375
000d7d20_2145,11749.3095703125
000d7d20_2146,11749.3056640625
000d7d20_2147,11749.23046875
000d7d20_2148,11749.275390625
000d7d20_2149,11749.1982421875
000d7d20_2150,11749.236328125
000d7d20_2151,11749.2197265625
000d7d20_2152,11749.228515625
000d7d20_2153,11749.234375
000d7d20_2154,11749.234375
000d7d20_2155,11749.234375
000d7d20_2156,11749.1953125
000d7d20_2157,11749.2060546875
000d7d20_2158,11749.2373046875
000d7d20_2159,11749.2197265625
000d7d20_2160,11749.240234375
000d7d20_2161,11749.2216796875
000d7d20_2162,11749.25
000d7d20_2163,11749.2314453125
000d7d20_2164,11749.216796875
000d7d20_2165,11749.1826171875
000d7d20_2166,11749.1806640625
000d7d20_2167,11749.220703125
000d7d20_2168,11749.2060546875
000d7d20_2169,11749.220703125
000d7d20_2170,11749.232421875
000d7d20_2171,11749.2978515625
000d7d20_2172,11749.251953125
000d7d20_2173,11749.201171875
000d7d20_2174,11749.1767578125
000d7d20_2175,11749.064453125
000d7d20_2176,11749.0908203125
000d7d20_2177,11749.1337890625
000d7d20_2178,11749.095703125
000d7d20_2179,11749.10546875
000d7d20_2180,11749.1298828125
000d7d20_2181,11749.0849609375
000d7d20_2182,11749.14453125
000d7d20_2183,11749.12890625
000d7d20_2184,11749.1025390625
000d7d20_2185,11749.0625
000d7d20_2186,11749.0986328125
000d7d20_2187,11749.009765625
000d7d20_2188,11749.009765625
000d7d20_2189,11749.00390625
000d7d20_2190,11748.986328125
000d7d20_2191,11749.01953125
000d7d20_2192,11748.9736328125
000d7d20_2193,11748.966796875
000d7d20_2194,11749.0166015625
000d7d20_2195,11748.9853515625
000d7d20_2196,11749.013671875
000d7d20_2197,11749.0126953125
000d7d20_2198,11749.0048828125
000d7d20_2199,11749.001953125
000d7d20_2200,11749.0068359375
000d7d20_2201,11749.0009765625
000d7d20_2202,11748.986328125
000d7d20_2203,11748.9599609375
000d7d20_2204,11748.9560546875
000d7d20_2205,11748.9873046875
000d7d20_2206,11748.896484375
000d7d20_2207,11748.9287109375
000d7d20_2208,11748.8857421875
000d7d20_2209,11749.2724609375
000d7d20_2210,11749.2998046875
000d7d20_2211,11749.2529296875
000d7d20_2212,11749.2451171875
000d7d20_2213,11749.177734375
000d7d20_2214,11749.189453125
000d7d20_2215,11749.208984375
000d7d20_2216,11749.2216796875
000d7d20_2217,11749.251953125
000d7d20_2218,11749.181640625
000d7d20_2219,11749.212890625
000d7d20_2220,11749.1875
000d7d20_2221,11749.2099609375
000d7d20_2222,11749.1962890625
000d7d20_2223,11749.1982421875
000d7d20_2224,11749.1904296875
000d7d20_2225,11749.1728515625
000d7d20_2226,11749.18359375
000d7d20_2227,11749.173828125
000d7d20_2228,11749.1728515625
000d7d20_2229,11749.2197265625
000d7d20_2230,11749.228515625
000d7d20_2231,11749.205078125
000d7d20_2232,11749.208984375
000d7d20_2233,11749.2109375
000d7d20_2234,11749.2109375
000d7d20_2235,11749.0908203125
000d7d20_2236,11749.1875
000d7d20_2237,11749.1904296875
000d7d20_2238,11749.1689453125
000d7d20_2239,11749.1865234375
000d7d20_2240,11749.2763671875
000d7d20_2241,11749.2861328125
000d7d20_2242,11749.3291015625
000d7d20_2243,11749.4501953125
000d7d20_2244,11749.4619140625
000d7d20_2245,11749.45703125
000d7d20_2246,11749.4091796875
000d7d20_2247,11749.412109375
000d7d20_2248,11749.4287109375
000d7d20_2249,11749.4423828125
000d7d20_2250,11749.4140625
000d7d20_2251,11749.419921875
000d7d20_2252,11749.4521484375
000d7d20_2253,11749.484375
000d7d20_2254,11749.4873046875
000d7d20_2255,11749.48046875
000d7d20_2256,11749.46484375
000d7d20_2257,11749.4619140625
000d7d20_2258,11749.46484375
000d7d20_2259,11749.453125
000d7d20_2260,11749.44140625
000d7d20_2261,11749.439453125
000d7d20_2262,11749.4267578125
000d7d20_2263,11749.4521484375
000d7d20_2264,11749.435546875
000d7d20_2265,11749.4345703125
000d7d20_2266,11749.46484375
000d7d20_2267,11749.5029296875
000d7d20_2268,11749.494140625
000d7d20_2269,11749.4833984375
000d7d20_2270,11749.4482421875
000d7d20_2271,11749.4990234375
000d7d20_2272,11749.59375
000d7d20_2273,11749.6171875
000d7d20_2274,11749.5927734375
000d7d20_2275,11749.5966796875
000d7d20_2276,11749.568359375
000d7d20_2277,11749.5810546875
000d7d20_2278,11749.5654296875
000d7d20_2279,11749.50390625
000d7d20_2280,11749.4453125
000d7d20_2281,11749.4130859375
000d7d20_2282,11749.3544921875
000d7d20_2283,11749.40234375
000d7d20_2284,11749.376953125
000d7d20_2285,11749.201171875
000d7d20_2286,11749.1806640625
000d7d20_2287,11749.2529296875
000d7d20_2288,11749.1806640625
000d7d20_2289,11749.1455078125
000d7d20_2290,11749.14453125
